row_label_raw,row_label_full,col_0,31/10/2018 > Giá gốcVND,31/10/2018 > Giá trị hợp lýVND,31/10/2018 > Dự phòngVND,01/01/2018 > Giá gốcVND,01/01/2018 > Giá trị hợp lýVND,01/01/2018 > Dự phòngVND,numeric__31/10/2018 > Giá gốcVND,numeric__31/10/2018 > Giá trị hợp lýVND,numeric__31/10/2018 > Dự phòngVND,numeric__01/01/2018 > Giá gốcVND,numeric__01/01/2018 > Giá trị hợp lýVND,numeric__01/01/2018 > Dự phòngVND
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,1.590.703.216.424,1.590.703.216.424,-,1.198.505.965.138,893.247.580.416,(305.258.384.722),1590703216424.0,1590703216424.0,,1198505965138.0,893247580416.0,-305258384722.0
- Công ty TNHH Du lịch D&M,- Công ty TNHH Du lịch D&M,- Công ty TNHH Du lịch D&M,-,-,-,5.500.000.000,5.500.000.000,-,,,,5500000000.0,5500000000.0,
"- KP Apparel Manufacturing Co.,Ltd(Vương quốc Campuchia)","- KP Apparel Manufacturing Co.,Ltd(Vương quốc Campuchia)","- KP Apparel Manufacturing Co.,Ltd(Vương quốc Campuchia)",62.138.569.749,62.138.569.749,-,62.138.569.749,62.138.569.749,-,62138569749.0,62138569749.0,,62138569749.0,62138569749.0,
- Công ty TNHH MTV Giấy Vĩnh Phú,- Công ty TNHH MTV Giấy Vĩnh Phú,- Công ty TNHH MTV Giấy Vĩnh Phú,84.522.691.475,84.522.691.475,-,20.000.000.000,20.000.000.000,-,84522691475.0,84522691475.0,,20000000000.0,20000000000.0,
- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,17.597.456.293,17.597.456.293,-,3.004.000.000,3.004.000.000,-,17597456293.0,17597456293.0,,3004000000.0,3004000000.0,
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,511.397.354.195,511.397.354.195,-,572.534.550.810,281.862.265.317,(290.672.285.493),511397354195.0,511397354195.0,,572534550810.0,281862265317.0,-290672285493.0
- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,915.047.144.712,915.047.144.712,-,535.328.844.579,520.742.745.350,(14.586.099.229),915047144712.0,915047144712.0,,535328844579.0,520742745350.0,-14586099229.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",1.454.027.001.595,1.454.027.001.595,-,1.292.013.730.999,1.041.663.560.299,(250.350.170.700),1454027001595.0,1454027001595.0,,1292013730999.0,1041663560299.0,-250350170700.0
- Công ty CP Cao su Dầu Tiếng Việt Lào,- Công ty CP Cao su Dầu Tiếng Việt Lào,- Công ty CP Cao su Dầu Tiếng Việt Lào,300.690.574.329,300.690.574.329,-,200.000.000.000,200.000.000.000,-,300690574329.0,300690574329.0,,200000000000.0,200000000000.0,
- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,238.562.498.304,238.562.498.304,-,411.949.964.999,220.643.933.974,(191.306.031.025),238562498304.0,238562498304.0,,411949964999.0,220643933974.0,-191306031025.0
