row_label_raw,row_label_full,col_0,col_1,31/10/2018,01/01/2018,numeric__col_1,numeric__31/10/2018,numeric__01/01/2018
,,,,VND,VND,,,
a),a),a),Ngân hạn,Ngân hạn,Ngân hạn,,,
,,,- Công cụ dụng cụ chờ phân bổ,182.030.747,280.647.783,,182030747.0,280647783.0
,,,- Chi phí sửa chữa,35.916.667,70.429.532,,35916667.0,70429532.0
,,,- Chi phí bảo hiểm tài sản,-,8.038.136,,,8038136.0
,,,,217.947.414,359.115.451,,217947414.0,359115451.0
b),b),b),Dài hạn,Dài hạn,Dài hạn,,,
,,,- Công cụ dụng cụ chờ phân bổ,391.262.012,627.299.364,,391262012.0,627299364.0
,,,- Chi phí quảng cáo,681.818.175,1.818.181.815,,681818175.0,1818181815.0
,,,- Chi phí thể hội viên sân Golf Phú Mỹ,2.005.060.935,2.049.128.205,,2005060935.0,2049128205.0
,,,- Lợi thế kinh doanh,193.020.005.291,-,,193020005291.0,
,,,- Các chi phí khác,83.147.848,36.211.463,,83147848.0,36211463.0
,,,,196.181.294.261,4.530.820.847,,196181294261.0,4530820847.0
