row_label_raw,row_label_full,b) Vay dài hạn,b) Vay dài hạn_1,b) Vay dài hạn_2,b) Vay dài hạn_3,b) Vay dài hạn_4,b) Vay dài hạn_5,b) Vay dài hạn_6,numeric__b) Vay dài hạn_1,numeric__b) Vay dài hạn_2,numeric__b) Vay dài hạn_3,numeric__b) Vay dài hạn_4,numeric__b) Vay dài hạn_5,numeric__b) Vay dài hạn_6
- Quỹ Đầu tư Phát triển Tinh Bình Dương\( ^{(5)} \),- Quỹ Đầu tư Phát triển Tinh Bình Dương\( ^{(5)} \),- Quỹ Đầu tư Phát triển Tinh Bình Dương\( ^{(5)} \),270.000.000.000,270.000.000.000,-,110.000.000.000,160.000.000.000,160.000.000.000,270000000000.0,270000000000.0,,110000000000.0,160000000000.0,160000000000.0
- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,45.517.707.014,45.517.707.014,-,45.517.707.014,-,-,45517707014.0,45517707014.0,,45517707014.0,,
,,,315.517.707.014,315.517.707.014,-,155.517.707.014,160.000.000.000,160.000.000.000,315517707014.0,315517707014.0,,155517707014.0,160000000000.0,160000000000.0
Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,(195.517.707.014),(195.517.707.014),(120.000.000.000),(155.517.707.014),(160.000.000.000),(160.000.000.000),-195517707014.0,-195517707014.0,-120000000000.0,-155517707014.0,-160000000000.0,-160000000000.0
Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,120.000.000.000,120.000.000.000,,,-,-,120000000000.0,120000000000.0,,,,
c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,c) Các khoản vay đối với các bên liên quan,,,,,,
,,,,Mối quan hệ,31/10/2018,31/10/2018,01/01/2018,01/01/2018,,,,,,
,,,,,Gốc,Lãi,Gốc,Lãi,,,,,,
,,,,,VND,VND,VND,VND,,,,,,
- Văn Phòng Tỉnh Ủy Bình Dương,c) Các khoản vay đối với các bên liên quan > - Văn Phòng Tỉnh Ủy Bình Dương,- Văn Phòng Tỉnh Ủy Bình Dương,,Chủ sở hữu,75.000.000.000,-,75.000.000.000,-,,,75000000000.0,,75000000000.0,
- Công ty Cổ phần May mặc Bình Dương,c) Các khoản vay đối với các bên liên quan > - Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,,Công ty liên kết,-,971.527.041,45.517.707.014,-,,,,971527041.0,45517707014.0,
- Công ty TNHH MTV Quốc tế Protrade,c) Các khoản vay đối với các bên liên quan > - Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,,Công ty con,180.000.000.000,7.088.219.178,100.000.000.000,427.397.260,,,180000000000.0,7088219178.0,100000000000.0,427397260.0
,,,,,255.000.000.000,8.059.746.219,220.517.707.014,427.397.260,,,255000000000.0,8059746219.0,220517707014.0,427397260.0
