row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/10/2018 > VND,01/01/2018 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/10/2018 > VND,numeric__01/01/2018 > VND
300,300,300,C. NỘ PHẢI TRẢ,,2.234.969.569.124,2.335.215.763.925,,,2234969569124.0,2335215763925.0
310,310,310,I. Nợ ngắn hạn,,2.100.748.887.441,2.083.133.703.007,,,2100748887441.0,2083133703007.0
311,311,311,1. Phải trả người bán ngắn hạn,17,959.858.763,2.175.682.077,,17.0,959858763.0,2175682077.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,-,198.474.491.613,,18.0,,198474491613.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,42.668.733.039,1.093.679.138,,19.0,42668733039.0,1093679138.0
314,314,314,4. Phải trả người lao động,,5.610.000.000,9.754.241.726,,,5610000000.0,9754241726.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,128.774.871.222,387.742.688.856,,20.0,128774871222.0,387742688856.0
319,319,319,6. Phải trả ngắn hạn khác,21,1.107.735.424.417,693.375.212.583,,21.0,1107735424417.0,693375212583.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,16,815.000.000.000,790.517.707.014,,16.0,815000000000.0,790517707014.0
330,330,330,II. Nợ dài hạn,,134.220.681.683,252.082.060.918,,,134220681683.0,252082060918.0
337,337,337,1. Phải trả dài hạn khác,21,134.220.681.683,132.082.060.918,,21.0,134220681683.0,132082060918.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,16,-,120.000.000.000,,16.0,,120000000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.007.034.693.840,1.706.557.546.306,,,3007034693840.0,1706557546306.0
410,410,410,I. Vốn chủ sở hữu,22,3.007.034.693.840,1.706.557.546.306,,22.0,3007034693840.0,1706557546306.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.000.000.000.000,1.350.000.000.000,,,3000000000000.0,1350000000000.0
417,417,417,2. Chênh lệch tỷ giá hối đoái,,7.034.693.840,-,,,7034693840.0,
418,418,418,3. Quỹ đầu tư phát triển,,-,44.770.671.835,,,,44770671835.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,-,311.786.874.471,,,,311786874471.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,-,-,,,,
421b,421a > 421b,421b,LNST chưa phân phối kỳ này,,-,311.786.874.471,,,,311786874471.0
440,421a > 440,440,TỔNG CỘNG NGUỒN VỐN,,5.242.004.262.964,4.041.773.310.231,,,5242004262964.0,4041773310231.0
