row_label_raw,row_label_full,col_0,col_1,31/10/2018,01/01/2018,numeric__col_1,numeric__31/10/2018,numeric__01/01/2018
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
,,,- Công ty cổ phần Hưng Vượng (1),120.000.000.000,-,,120000000000.0,
,,,- Công ty CP Đầu Tư & Phát Triển Tân Thành (2),98.347.102.061,69.245.610.531,,98347102061.0,69245610531.0
,,,- Công ty TNHH YCH-PROTRADE (3),17.107.415.938,20.541.052.576,,17107415938.0,20541052576.0
,,,- Công ty TNHH Sán Golf Palm Sông Bé,-,6.500.000.000,,,6500000000.0
,,,- Công ty Cổ phần Cao su Dầu Tiếng Việt Lào (4),13.000.000.000,19.160.000.000,,13000000000.0,19160000000.0
,,,- Công ty May mặc Bình Dương (5),27.000.000.000,-,,27000000000.0,
,,,- Đối tượng khác,825.651.020,1.025.651.020,,825651020.0,1025651020.0
,,,,276.280.169.019,116.472.314.127,,276280169019.0,116472314127.0
b),b),b),Dài hạn,,,,,
,,,- Phải thu Công ty Cổ phần Du lịch D&M (6),9.896.049.652,9.896.049.652,,9896049652.0,9896049652.0
,,,,9.896.049.652,9.896.049.652,,9896049652.0,9896049652.0
c),b) > c),c),Phải thu về cho vay là các bên liên quan,284.784.204.289,125.342.712.759,,284784204289.0,125342712759.0
