row_label_raw,row_label_full,col_0,Số phải thuđầu kỳ,Số phải nộp đầu kỳ,Số phải nộp trong kỳ,Số đã thực nộp trong kỳ,Số phải thucuối kỳ,Số phải nộpcuối kỳ,numeric__Số phải thuđầu kỳ,numeric__Số phải nộp đầu kỳ,numeric__Số phải nộp trong kỳ,numeric__Số đã thực nộp trong kỳ,numeric__Số phải thucuối kỳ,numeric__Số phải nộpcuối kỳ
,,,VND,VND,VND,VND,VND,VND,,,,,,
- Thuế giá trị gia tăng,- Thuế giá trị gia tăng,- Thuế giá trị gia tăng,-,-,45.188.703.420,45.064.803.420,-,123.900.000,,,45188703420.0,45064803420.0,,123900000.0
- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,16.774.279.006,-,117.964.136.005,73.045.113.538,-,28.144.743.461,16774279006.0,,117964136005.0,73045113538.0,,28144743461.0
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,-,996.993.909,4.955.220.055,3.759.195.184,-,2.193.018.780,,996993909.0,4955220055.0,3759195184.0,,2193018780.0
- Thuế tài nguyên,- Thuế tài nguyên,- Thuế tài nguyên,-,1.853.120,168.120.640,26.819.360,-,143.154.400,,1853120.0,168120640.0,26819360.0,,143154400.0
- Thuế nhà đất và tiền thuê đất,- Thuế nhà đất và tiền thuê đất,- Thuế nhà đất và tiền thuê đất,267.727.149,-,250.358.697,315.608.207,332.976.659,-,267727149.0,,250358697.0,315608207.0,332976659.0,
- Các loại thuế khác,- Các loại thuế khác,- Các loại thuế khác,-,94.832.109,13.522.247.009,1.553.162.720,-,12.063.916.398,,94832109.0,13522247009.0,1553162720.0,,12063916398.0
,,,17.042.006.155,1.093.679.138,182.048.785.826,123.764.702.429,332.976.659,42.668.733.039,17042006155.0,1093679138.0,182048785826.0,123764702429.0,332976659.0,42668733039.0
