row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nãmdến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nãmdến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/10/2018,Tại ngày 31/10/2018,Tại ngày 31/10/2018,Tại ngày 31/10/2018,Tại ngày 31/10/2018,Tại ngày 31/10/2018,Tại ngày 31/10/2018,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/10/2018 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,150.325.610.663,-,-,150.325.610.663,150325610663.0,,,150325610663.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/10/2018 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",832.981.578.228,321.587.002.646,-,1.154.568.580.874,832981578228.0,321587002646.0,,1154568580874.0
Các khoản cho vay,Tại ngày 31/10/2018 > Các khoản cho vay,Các khoản cho vay,276.280.169.019,9.896.049.652,-,286.176.218.671,276280169019.0,9896049652.0,,286176218671.0
Đầu tư dài hạn,Tại ngày 31/10/2018 > Đầu tư dài hạn,Đầu tư dài hạn,505.000.000,-,-,505.000.000,505000000.0,,,505000000.0
,,,1.260.092.357.910,331.483.052.298,-,1.591.575.410.208,1260092357910.0,331483052298.0,,1591575410208.0
Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2018 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,294.759.555.451,-,-,294.759.555.451,294759555451.0,,,294759555451.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2018 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",390.269.481.910,312.995.507.948,-,703.264.989.858,390269481910.0,312995507948.0,,703264989858.0
Các khoản cho vay,Tại ngày 01/01/2018 > Các khoản cho vay,Các khoản cho vay,116.472.314.127,9.896.049.652,-,126.368.363.779,116472314127.0,9896049652.0,,126368363779.0
Đầu tư dài hạn,Tại ngày 01/01/2018 > Đầu tư dài hạn,Đầu tư dài hạn,505.000.000,-,-,505.000.000,505000000.0,,,505000000.0
,,,802.006.351.488,322.891.557.600,-,1.124.897.909.088,802006351488.0,322891557600.0,,1124897909088.0
