row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/10/2018,Tại ngày 31/10/2018,Tại ngày 31/10/2018,Tại ngày 31/10/2018,Tại ngày 31/10/2018,Tại ngày 31/10/2018,Tại ngày 31/10/2018,,,,
Vay và nợ,Tại ngày 31/10/2018 > Vay và nợ,Vay và nợ,815.000.000.000,-,-,815.000.000.000,815000000000.0,,,815000000000.0
"Phải trả người bán, phải trả khác","Tại ngày 31/10/2018 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.108.695.283.180,134.220.681.683,-,1.242.915.964.863,1108695283180.0,134220681683.0,,1242915964863.0
Chỉ phí phải trả,Tại ngày 31/10/2018 > Chỉ phí phải trả,Chỉ phí phải trả,128.774.871.222,-,-,128.774.871.222,128774871222.0,,,128774871222.0
,,,2.052.470.154.402,134.220.681.683,-,2.186.690.836.085,2052470154402.0,134220681683.0,,2186690836085.0
Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,,,,
Vay và nợ,Tại ngày 01/01/2018 > Vay và nợ,Vay và nợ,790.517.707.014,120.000.000.000,-,910.517.707.014,790517707014.0,120000000000.0,,910517707014.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2018 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",695.550.894.660,132.082.060.918,-,827.632.955.578,695550894660.0,132082060918.0,,827632955578.0
Chỉ phí phải trả,Tại ngày 01/01/2018 > Chỉ phí phải trả,Chỉ phí phải trả,387.742.688.856,-,-,387.742.688.856,387742688856.0,,,387742688856.0
,,,1.873.811.290.530,252.082.060.918,-,2.125.893.351.448,1873811290530.0,252082060918.0,,2125893351448.0
