row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2019 triệu đồng,Năm 2018 triệu đồng,numeric__Thuyết minh,numeric__Năm 2019 triệu đồng,numeric__Năm 2018 triệu đồng
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,,30.956.510(11.511.295),24.317.593(10.267.483),,,
"Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,3.185.837,2.561.310,,3185837.0,2561310.0
Thu nhập/(chi phí) khác,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Thu nhập/(chi phí) khác,Thu nhập/(chi phí) khác,,1.276.978,754.841,,1276978.0,754841.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",32,162.295,495.285,32.0,162295.0,495285.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,1.937.102,1.021.794,,1937102.0,1021794.0
Tiền thuế thu nhập thực nộp trong năm,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,36.1,(9.207.742)(1.812.234),(8.204.870)(1.450.167),361.0,,
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,14.987.451,9.228.303,,14987451.0,9228303.0
Những thay đổi về tài sản hoạt động(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Những thay đổi về tài sản hoạt động(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Những thay đổi về tài sản hoạt động(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,,(55.042.168)(672.364),(49.621.592),,,-49621592.0
Tăng các khoản về kinh doanh chứng khoán(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các khoản về kinh doanh chứng khoán(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các khoản về kinh doanh chứng khoán(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(12.443.909)(14.836),5.770.848(20.796.665),,,
"Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác",,(35.644.665)(4.932.063)(1.334.331),121.592(30.497.815)(2.599.755)(1.619.797),,,
Tăng khác về tài sản hoạt động,"Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác > Tăng khác về tài sản hoạt động",Tăng khác về tài sản hoạt động,,40.947.600,42.997.941,,40947600.0,42997941.0
"Những thay đổi về nợ phải trả hoạt động(Giảm)/tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác > Những thay đổi về nợ phải trả hoạt động(Giảm)/tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","Những thay đổi về nợ phải trả hoạt động(Giảm)/tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng",,(10.156.829),14.369.725,,-10156829.0,14369725.0
Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác > Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước)",Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,30.129.137,20.573.308,,30129137.0,20573308.0
"Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính)(Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính)(Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính)(Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,15.130.991(17.837),5.135.416,,,5135416.0
(Giảm)/tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,"Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác > (Giảm)/tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác",(Giảm)/tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,(5.634),22.964,,-5634.0,22964.0
Tăng khác về công nợ hoạt động,"Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác > Tăng khác về công nợ hoạt động",Tăng khác về công nợ hoạt động,,6.074.593,5.634,,6074593.0,5634.0
Chỉ từ quỹ của tổ chức tín dụng,"Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác > Chỉ từ quỹ của tổ chức tín dụng",Chỉ từ quỹ của tổ chức tín dụng,26.1,(206.821),3.200.653(309.759),261.0,-206821.0,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"Tăng các khoản cho vay khách hàngGiảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác > Lưu chuyển tiền thuần từ hoạt động kinh doanh",Lưu chuyển tiền thuần từ hoạt động kinh doanh,,892.883,2.604.652,,892883.0,2604652.0
