row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2019 triệu đồng,Năm 2018 triệu đồng,numeric__Thuyết minh,numeric__Năm 2019 triệu đồng,numeric__Năm 2018 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,,31.196.604,24.824.365,,31196604.0,24824365.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,,(13.196.607),(10.240.868),,-13196607.0,-10240868.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,27,17.999.997,14.583.497,27.0,17999997.0,14583497.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,6.420.580,5.719.062,,6420580.0,5719062.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(3.234.743),(3.157.752),,-3234743.0,-3157752.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,28,3.185.837,2.561.310,28.0,3185837.0,2561310.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,29,647.478,444.568,29.0,647478.0,444568.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,30,27.480,151.928,30.0,27480.0,151928.0
Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,31,612.031,148.561,31.0,612031.0,148561.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,2.528.554,2.421.246,,2528554.0,2421246.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(429.156),(904.167),,-429156.0,-904167.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,32,2.099.398,1.517.079,32.0,2099398.0,1517079.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",33,78.227,129.620,33.0,78227.0,129620.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,24.650.448,19.536.563,,24650448.0,19536563.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,34,(9.723.706),(8.733.802),34.0,-9723706.0,-8733802.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,,14.926.742,10.802.761,,14926742.0,10802761.0
Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,35,(4.890.623),(3.035.388),35.0,-4890623.0,-3035388.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,10.036.119,7.767.373,,10036119.0,7767373.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,36.1,(1.959.995),(1.575.157),361.0,-1959995.0,-1575157.0
Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,,(7.520),(2.315),,-7520.0,-2315.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(1.967.515),(1.577.472),,-1967515.0,-1577472.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,8.068.604,6.189.901,,8068604.0,6189901.0
Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,,245.831,77.187,,245831.0,77187.0
Lợi nhuận ròng trong năm,Lợi nhuận ròng trong năm,Lợi nhuận ròng trong năm,,7.822.773,6.112.714,,7822773.0,6112714.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),37,3.596,2.416,37.0,3596.0,2416.0
