row_label_raw,row_label_full,Lợi thế thương mại (Thuyết minh số 18),31/12/2019 triệu đồng > 57.135,31/12/2018 triệu đồng > 66.658,numeric__31/12/2019 triệu đồng > 57.135,numeric__31/12/2018 triệu đồng > 66.658
Chi phí trả trước chờ phân bổ khác,Chi phí trả trước chờ phân bổ khác,Chi phí trả trước chờ phân bổ khác,1.026.563,802.466,1026563.0,802466.0
Tài sản xiết nợ chờ xử lý,Tài sản xiết nợ chờ xử lý,Tài sản xiết nợ chờ xử lý,402.382,402.382,402382.0,402382.0
Hàng hóa bất động sản của công ty con,Hàng hóa bất động sản của công ty con,Hàng hóa bất động sản của công ty con,265.620,351.373,265620.0,351373.0
Phải thu về hoạt động ủy thác đầu tư,Phải thu về hoạt động ủy thác đầu tư,Phải thu về hoạt động ủy thác đầu tư,689.300,609.811,689300.0,609811.0
Tài sản có khác,Tài sản có khác,Tài sản có khác,34.062,34.918,34062.0,34918.0
,,,2.475.062,2.267.608,2475062.0,2267608.0
