row_label_raw,row_label_full,Cổ tức đã công bố và đã trả trong năm,Năm 2019 triệu đồng > Cổ tức đã công bố và đã trả trong năm,Năm 2018 triệu đồng > Cổ tức đã công bố và đã trả trong năm,numeric__Năm 2019 triệu đồng > Cổ tức đã công bố và đã trả trong năm,numeric__Năm 2018 triệu đồng > Cổ tức đã công bố và đã trả trong năm
Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,,
Cổ tức bằng tiền mặt cho năm 2018: 600 đồng/cổ phiếu (2017: 600 đồng/cổ phiếu),Cổ tức trên cổ phiếu phổ thông > Cổ tức bằng tiền mặt cho năm 2018: 600 đồng/cổ phiếu (2017: 600 đồng/cổ phiếu),Cổ tức bằng tiền mặt cho năm 2018: 600 đồng/cổ phiếu (2017: 600 đồng/cổ phiếu),1.268.039,1.089.303,1268039.0,1089303.0
Cổ tức bằng cổ phiếu cho năm 2018: 8%/cổ phiếu (2017: 5%/cổ phiếu),Cổ tức trên cổ phiếu phổ thông > Cổ tức bằng cổ phiếu cho năm 2018: 8%/cổ phiếu (2017: 5%/cổ phiếu),Cổ tức bằng cổ phiếu cho năm 2018: 8%/cổ phiếu (2017: 5%/cổ phiếu),1.690.719,907.753,1690719.0,907753.0
