row_label_raw,row_label_full,col_0,Năm 2019 triệu đồng,Năm 2018 triệu đồng,numeric__Năm 2019 triệu đồng,numeric__Năm 2018 triệu đồng
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,10.036.119,7.767.373,10036119.0,7767373.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
- Thu nhập từ cổ tức không chịu thuế,Điều chỉnh cho các khoản > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(78.227),(172.048),-78227.0,-172048.0
- Lãi thuần của các chi nhánh nước ngoài,Điều chỉnh cho các khoản > - Lãi thuần của các chi nhánh nước ngoài,- Lãi thuần của các chi nhánh nước ngoài,(48.528),(58.418),-48528.0,-58418.0
- Chi phí không được khấu trừ khi tính thuế,Điều chỉnh cho các khoản > - Chi phí không được khấu trừ khi tính thuế,- Chi phí không được khấu trừ khi tính thuế,58.193,56.980,58193.0,56980.0
- Điều chỉnh khác,Điều chỉnh cho các khoản > - Điều chỉnh khác,- Điều chỉnh khác,(52.511),(146),-52511.0,-146.0
- Lỗ lũy kế được chuyển trong năm của công ty con,Điều chỉnh cho các khoản > - Lỗ lũy kế được chuyển trong năm của công ty con,- Lỗ lũy kế được chuyển trong năm của công ty con,(204.841),(56.699),-204841.0,-56699.0
- Lợi nhuận tính thuế của các công ty con,Điều chỉnh cho các khoản > - Lợi nhuận tính thuế của các công ty con,- Lợi nhuận tính thuế của các công ty con,(835.170),319.361,-835170.0,319361.0
- Các bút toán điều chỉnh hợp nhất không chịu thuế,Điều chỉnh cho các khoản > - Các bút toán điều chỉnh hợp nhất không chịu thuế,- Các bút toán điều chỉnh hợp nhất không chịu thuế,14.912,(15.329),14912.0,-15329.0
Thu nhập chịu thuế ước tính trong năm tại Việt Nam,Điều chỉnh cho các khoản > Thu nhập chịu thuế ước tính trong năm tại Việt Nam,Thu nhập chịu thuế ước tính trong năm tại Việt Nam,8.889.947,7.841.074,8889947.0,7841074.0
Thuế TNDN của Ngân hàng tại Việt Nam (20%),Điều chỉnh cho các khoản > Thuế TNDN của Ngân hàng tại Việt Nam (20%),Thuế TNDN của Ngân hàng tại Việt Nam (20%),1.777.989,1.369.102,1777989.0,1369102.0
Thuế TNDN của chi nhánh nước ngoài,Điều chỉnh cho các khoản > Thuế TNDN của chi nhánh nước ngoài,Thuế TNDN của chi nhánh nước ngoài,11.355,3.808,11355.0,3808.0
Thuế TNDN của các công ty con,Điều chỉnh cho các khoản > Thuế TNDN của các công ty con,Thuế TNDN của các công ty con,170.240,202.247,170240.0,202247.0
Thuế TNDN truy thu của các công ty con,Điều chỉnh cho các khoản > Thuế TNDN truy thu của các công ty con,Thuế TNDN truy thu của các công ty con,411,-,411.0,
Chi phí thuế TNDN trong năm,Điều chỉnh cho các khoản > Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,1.959.995,1.575.157,1959995.0,1575157.0
Thuế TNDN phải trả đầu năm,Điều chỉnh cho các khoản > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,333.714,222.014,333714.0,222014.0
Thuế TNDN đã trả trong năm,Điều chỉnh cho các khoản > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(1.812.234),(1.450.167),-1812234.0,-1450167.0
Điều chỉnh theo Thanh tra thuế và Kiểm toán Nhà nước Giảm do bán MBLand,Điều chỉnh cho các khoản > Điều chỉnh theo Thanh tra thuế và Kiểm toán Nhà nước Giảm do bán MBLand,Điều chỉnh theo Thanh tra thuế và Kiểm toán Nhà nước Giảm do bán MBLand,7.138,8.256,7138.0,8256.0
Hoàn thuế tại MB AMC,Điều chỉnh cho các khoản > Hoàn thuế tại MB AMC,Hoàn thuế tại MB AMC,-,(25.872),,-25872.0
Điều chỉnh kiểm toán của các công ty con,Điều chỉnh cho các khoản > Điều chỉnh kiểm toán của các công ty con,Điều chỉnh kiểm toán của các công ty con,7.059,-,7059.0,
Chênh lệch tỷ giá hối đoái,Điều chỉnh cho các khoản > Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,83,4.326,83.0,4326.0
Thuế TNDN phải trả cuối năm,Điều chỉnh cho các khoản > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,495.839,333.714,495839.0,333714.0
