row_label_raw,row_label_full,col_0,Tài chính ngân hàng triệu đồng,Chứng khoán – Quản lý quỹ triệu đồng,Bảo hiểm triệu đồng,Khai thác nợ - Quản lý tài sản triệu đồng,Loại trừ triệu đồng,Tổng cộng triệu đồng,numeric__Tài chính ngân hàng triệu đồng,numeric__Chứng khoán – Quản lý quỹ triệu đồng,numeric__Bảo hiểm triệu đồng,numeric__Khai thác nợ - Quản lý tài sản triệu đồng,numeric__Loại trừ triệu đồng,numeric__Tổng cộng triệu đồng
III. Tài sản,III. Tài sản,III. Tài sản,III. Tài sản,III. Tài sản,III. Tài sản,III. Tài sản,III. Tài sản,III. Tài sản,,,,,,
1. Tiền mặt,III. Tài sản > 1. Tiền mặt,1. Tiền mặt,2.339.683,351,4.047,210,-,2.344.291,2339683.0,351.0,4047.0,210.0,,2344291.0
2. Tài sản cố định,III. Tài sản > 2. Tài sản cố định,2. Tài sản cố định,2.469.197,52.298,236.259,40.308,-,2.798.062,2469197.0,52298.0,236259.0,40308.0,,2798062.0
3. Tài sản khác,III. Tài sản > 3. Tài sản khác,3. Tài sản khác,404.495.236,5.184.566,7.247.601,1.076.556,(11.658.737),406.345.222,404495236.0,5184566.0,7247601.0,1076556.0,-11658737.0,406345222.0
IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,,,,,,
1. Nợ phải trả khách hàng bên ngoài,IV. Nợ phải trả > 1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,354.957.479,1.456.486,68.391,-,(6.851.201),349.631.155,354957479.0,1456486.0,68391.0,,-6851201.0,349631155.0
2. Nợ phải trả nội bộ,IV. Nợ phải trả > 2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,1.303.973,17.876,118.151,33.723,-,1.473.723,1303973.0,17876.0,118151.0,33723.0,,1473723.0
3. Nợ phải trả khác,IV. Nợ phải trả > 3. Nợ phải trả khác,3. Nợ phải trả khác,14.590.460,1.641.565,4.637.860,264.463,(637.465),20.496.883,14590460.0,1641565.0,4637860.0,264463.0,-637465.0,20496883.0
