row_label_raw,row_label_full,col_0,Năm 2019 triệu đồng,Năm 2018 triệu đồng,numeric__Năm 2019 triệu đồng,numeric__Năm 2018 triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,2.528.554,2.421.246,2528554.0,2421246.0
Thu từ nợ xấu đã được xử lý,Thu từ nợ xấu đã được xử lý,Thu từ nợ xấu đã được xử lý,1.937.102,1.021.794,1937102.0,1021794.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,527.009,228.310,527009.0,228310.0
Thu từ chuyển nhượng thanh lý tài sản,Thu từ chuyển nhượng thanh lý tài sản,Thu từ chuyển nhượng thanh lý tài sản,2.905,5.685,2905.0,5685.0
Thu từ về mua bán nợ,Thu từ về mua bán nợ,Thu từ về mua bán nợ,-,121.250,,121250.0
Thu từ bán bất động sản,Thu từ bán bất động sản,Thu từ bán bất động sản,-,765.565,,765565.0
Thu về hoạt động kinh doanh khác,Thu về hoạt động kinh doanh khác,Thu về hoạt động kinh doanh khác,61.538,278.642,61538.0,278642.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(429.156),(904.167),-429156.0,-904167.0
Lỗ từ các công cụ tài chính phải sinh khác,Lỗ từ các công cụ tài chính phải sinh khác,Lỗ từ các công cụ tài chính phải sinh khác,(380.282),(153.634),-380282.0,-153634.0
Chi về bán bất động sản,Chi về bán bất động sản,Chi về bán bất động sản,-,(654.905),,-654905.0
Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,(48.874),(95.628),-48874.0,-95628.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,2.099.398,1.517.079,2099398.0,1517079.0
