row_label_raw,row_label_full,col_0,Chứng khoánđầu tư sẵn sàngđể bántriệu đồng,Chứng khoánđầu tư giữ đếninggày đáo hạntriệu đồng,Tổngtriệu đồng,numeric__Chứng khoánđầu tư sẵn sàngđể bántriệu đồng,numeric__Chứng khoánđầu tư giữ đếninggày đáo hạntriệu đồng,numeric__Tổngtriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,132.988,125.246,258.234,132988.0,125246.0,258234.0
Trích lập/(hoàn nhập) trong năm(Thuyết minh số 31),Trích lập/(hoàn nhập) trong năm(Thuyết minh số 31),Trích lập/(hoàn nhập) trong năm(Thuyết minh số 31),58.090,(24.181),33.909,58090.0,-24181.0,33909.0
Phân loại lại sang tài sản có khác,Phân loại lại sang tài sản có khác,Phân loại lại sang tài sản có khác,(538),-,(538),-538.0,,-538.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,190.540,101.065,291.605,190540.0,101065.0,291605.0
