row_label_raw,row_label_full,col_0,31/12/2019 triệu đồng,31/12/2018 triệu đồng,numeric__31/12/2019 triệu đồng,numeric__31/12/2018 triệu đồng
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",92.352.406,76.888.783,92352406.0,76888783.0
- Bằng VND,- Bằng VND,- Bằng VND,74.073.605,66.271.139,74073605.0,66271139.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,18.278.801,10.617.644,18278801.0,10617644.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,168.050.891,142.506.465,168050891.0,142506465.0
- Bằng VND,- Bằng VND,- Bằng VND,163.196.059,137.765.728,163196059.0,137765728.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,4.854.832,4.740.737,4854832.0,4740737.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,4.665.836,4.925.934,4665836.0,4925934.0
- Bằng VND,- Bằng VND,- Bằng VND,3.880.974,4.366.660,3880974.0,4366660.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,784.862,559.274,784862.0,559274.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,7.640.379,15.643.136,7640379.0,15643136.0
- Bằng VND,- Bằng VND,- Bằng VND,3.790.685,8.273.441,3790685.0,8273441.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.849.694,7.369.695,3849694.0,7369695.0
,,,272.709.512,239.964.318,272709512.0,239964318.0
