row_label_raw,row_label_full,col_0,Năm 2019triệu đồng,Năm 2018triệu đồng,numeric__Năm 2019triệu đồng,numeric__Năm 2018triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,6.420.580,5.719.062,6420580.0,5719062.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,851.025,708.251,851025.0,708251.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,18.871,19.406,18871.0,19406.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,324.446,178.375,324446.0,178375.0
Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,4.202.006,2.866.133,4202006.0,2866133.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,40.727,26.368,40727.0,26368.0
"Thu từ xử lý nợ, thẩm định giá và khai thác tài sản","Thu từ xử lý nợ, thẩm định giá và khai thác tài sản","Thu từ xử lý nợ, thẩm định giá và khai thác tài sản",277.949,396.199,277949.0,396199.0
Thu từ hoạt động môi giới chứng khoán,Thu từ hoạt động môi giới chứng khoán,Thu từ hoạt động môi giới chứng khoán,250.188,389.915,250188.0,389915.0
Thu từ chuyển nhượng dự án,Thu từ chuyển nhượng dự án,Thu từ chuyển nhượng dự án,-,797.711,,797711.0
Thu phí khác,Thu phí khác,Thu phí khác,455.368,336.704,455368.0,336704.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(3.234.743),(3.157.752),-3234743.0,-3157752.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(83.751),(66.651),-83751.0,-66651.0
Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,(10.223),(12.471),-10223.0,-12471.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(3),(50),-3.0,-50.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(885.667),(199.477),-885667.0,-199477.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(6.767),(5.279),-6767.0,-5279.0
Chi về hoạt động kinh doanh bảo hiểm,Chi về hoạt động kinh doanh bảo hiểm,Chi về hoạt động kinh doanh bảo hiểm,(1.736.796),(1.345.601),-1736796.0,-1345601.0
"Chi về xử lý nợ, thẩm định giá và khai thác tài sản","Chi về xử lý nợ, thẩm định giá và khai thác tài sản","Chi về xử lý nợ, thẩm định giá và khai thác tài sản",(180.129),(404.917),-180129.0,-404917.0
Chi về hoạt động môi giới chứng khoán,Chi về hoạt động môi giới chứng khoán,Chi về hoạt động môi giới chứng khoán,(45.218),(55.907),-45218.0,-55907.0
Chi về chuyển nhượng dự án,Chi về chuyển nhượng dự án,Chi về chuyển nhượng dự án,-,(801.274),,-801274.0
Chi khác,Chi khác,Chi khác,(286.189),(266.125),-286189.0,-266125.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,3.185.837,2.561.310,3185837.0,2561310.0
