row_label_raw,row_label_full,col_0,Dự phòngchungtriệu đồng,Dự phòngcụ thểtriệu đồng,Tổng cộngtriệu đồng,numeric__Dự phòngchungtriệu đồng,numeric__Dự phòngcụ thểtriệu đồng,numeric__Tổng cộngtriệu đồng
Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,1.563.301,1.647.704,3.211.005,1563301.0,1647704.0,3211005.0
Trích lập trong năm (Thuyết minh số 35),Trích lập trong năm (Thuyết minh số 35),Trích lập trong năm (Thuyết minh số 35),229.239,4.675.346,4.904.585,229239.0,4675346.0,4904585.0
Xử lý rủi ro tín dụng trong năm,Xử lý rủi ro tín dụng trong năm,Xử lý rủi ro tín dụng trong năm,-,(4.918.690),(4.918.690),,-4918690.0,-4918690.0
Điều chỉnh theo kết quả kiểm toán năm trước tại các chi nhánh nước ngoài,Điều chỉnh theo kết quả kiểm toán năm trước tại các chi nhánh nước ngoài,Điều chỉnh theo kết quả kiểm toán năm trước tại các chi nhánh nước ngoài,-,4.538,4.538,,4538.0,4538.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,(196),(329),(525),-196.0,-329.0,-525.0
Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,1.792.344,1.408.569,3.200.913,1792344.0,1408569.0,3200913.0
