row_label_raw,row_label_full,Số dư đầu năm > Dự phòng rủi ro hoàn nhập trong năm,Năm 2019 triệu đồng > 203.610 > (53.174),Năm 2018 triệu đồng > 129.646 > (3.472),numeric__Năm 2019 triệu đồng > 203.610 > (53.174),numeric__Năm 2018 triệu đồng > 129.646 > (3.472)
Phân loại lại dự phòng rủi ro,Phân loại lại dự phòng rủi ro,Phân loại lại dự phòng rủi ro,-,119.445,,119445.0
Giảm do bán MBLand,Giảm do bán MBLand,Giảm do bán MBLand,-,(42.009),,-42009.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,150.436,203.610,150436.0,203610.0
