row_label_raw,row_label_full,col_0,31/12/2019 triệu đồng,31/12/2018 triệu đồng,numeric__31/12/2019 triệu đồng,numeric__31/12/2018 triệu đồng
"Ký quỹ, thế chấp, cảm cố","Ký quỹ, thế chấp, cảm cố","Ký quỹ, thế chấp, cảm cố",1.087.822,508.427,1087822.0,508427.0
Các khoản chờ Nhà nước thanh toán,Các khoản chờ Nhà nước thanh toán,Các khoản chờ Nhà nước thanh toán,17.173,11.613,17173.0,11613.0
Thuế giá trị gia tăng đầu vào,Thuế giá trị gia tăng đầu vào,Thuế giá trị gia tăng đầu vào,5.354,14.693,5354.0,14693.0
Giao dịch chuyển tiền liên kết Viettel,Giao dịch chuyển tiền liên kết Viettel,Giao dịch chuyển tiền liên kết Viettel,9.730,74.028,9730.0,74028.0
Phải thu liên quan đến tài trợ thương mại,Phải thu liên quan đến tài trợ thương mại,Phải thu liên quan đến tài trợ thương mại,2.924.016,3.929.665,2924016.0,3929665.0
Phải thu liên quan đến dịch vụ thanh toán,Phải thu liên quan đến dịch vụ thanh toán,Phải thu liên quan đến dịch vụ thanh toán,2.364.121,1.323.902,2364121.0,1323902.0
Phải thu liên quan đến bán trái phiếu,Phải thu liên quan đến bán trái phiếu,Phải thu liên quan đến bán trái phiếu,810.049,680.233,810049.0,680233.0
Các khoản tạm ứng và đặt cọc hợp đồng,Các khoản tạm ứng và đặt cọc hợp đồng,Các khoản tạm ứng và đặt cọc hợp đồng,281.960,92.368,281960.0,92368.0
Phải thu trong hoạt động bảo hiểm của công ty con,Phải thu trong hoạt động bảo hiểm của công ty con,Phải thu trong hoạt động bảo hiểm của công ty con,634.066,280.990,634066.0,280990.0
Dự phòng phí và bồi thường nghiệp vụ nhượng táibảo hiểm của công ty con,Dự phòng phí và bồi thường nghiệp vụ nhượng táibảo hiểm của công ty con,Dự phòng phí và bồi thường nghiệp vụ nhượng táibảo hiểm của công ty con,678.855,502.585,678855.0,502585.0
Các khoản phải thu bên ngoài khác,Các khoản phải thu bên ngoài khác,Các khoản phải thu bên ngoài khác,665.855,1.008.997,665855.0,1008997.0
,,,9.479.001,8.427.501,9479001.0,8427501.0
