row_label_raw,row_label_full,col_0,Tổng nợ cho vay triệu đồng,Tổng tiền gửi tại NHNN và các TCTD khác triệu đồng,Cam kết ngoại bằng triệu đồng,Công cụ tài chính phái sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng nợ cho vay triệu đồng,numeric__Tổng tiền gửi tại NHNN và các TCTD khác triệu đồng,numeric__Cam kết ngoại bằng triệu đồng,numeric__Công cụ tài chính phái sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,246.817.615,53.312.368,295.921.386,14.836,85.920.604,246817615.0,53312368.0,295921386.0,14836.0,85920604.0
Nước ngoài,Nước ngoài,Nước ngoài,3.513.008,922.176,207.782,-,-,3513008.0,922176.0,207782.0,,
,,,250.330.623,54.234.544,296.129.168,14.836,85.920.604,250330623.0,54234544.0,296129168.0,14836.0,85920604.0
