row_label_raw,row_label_full,"Số lượng cán bộ, công nhân viên bình quân trong năm (người)",Năm 2019 > 15.198,Năm 2018 > 13.957,numeric__Năm 2019 > 15.198,numeric__Năm 2018 > 13.957
"Tổng thu nhập của cán bộ, công nhân viên (triệu đồng)","Tổng thu nhập của cán bộ, công nhân viên (triệu đồng)","Tổng thu nhập của cán bộ, công nhân viên (triệu đồng)",5.324.112,4.279.974,5324112.0,4279974.0
Thu nhập bình quân tháng (triệu đồng/người/tháng),Thu nhập bình quân tháng (triệu đồng/người/tháng),Thu nhập bình quân tháng (triệu đồng/người/tháng),"29,19","25,89",29.19,25.89
