row_label_raw,row_label_full,col_0,31/12/2019triệu đồng,31/12/2018triệu đồng,numeric__31/12/2019triệu đồng,numeric__31/12/2018triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,81.864,89.264,81864.0,89264.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,155.723.464,124.675.198,155723464.0,124675198.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,5.949.719,9.019.360,5949719.0,9019360.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,6.416.536,11.102.468,6416536.0,11102468.0
- Cam kết mua giao dịch hoán đổi,- Cam kết mua giao dịch hoán đổi,- Cam kết mua giao dịch hoán đổi,71.691.021,52.271.736,71691021.0,52271736.0
- Cam kết bán giao dịch hoán đổi,- Cam kết bán giao dịch hoán đổi,- Cam kết bán giao dịch hoán đổi,71.666.188,52.281.634,71666188.0,52281634.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,21.340.471,24.623.727,21340471.0,24623727.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,76.678.646,71.203.920,76678646.0,71203920.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,42.304.723,20.325.895,42304723.0,20325895.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,296.129.168,240.918.004,296129168.0,240918004.0
