row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2016 VND,Tại ngày 31 tháng 12 năm > 2015 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2016 VND,numeric__Tại ngày 31 tháng 12 năm > 2015 VND
200,200,200,TÀI SẢN DÀI HẠN,,6.238.346.263.606,8.437.118.726.514,,,6238346263606.0,8437118726514.0
210,210,210,Các khoản phải thu dài hạn,,911.972.303.351,3.306.248.186.210,,,911972303351.0,3306248186210.0
212,212,212,Trả trước cho người bán dài hạn,,953.750.090,147.000.000,,,953750090.0,147000000.0
216,216,216,Phải thu dài hạn khác,9(b),911.018.553.261,3.306.101.186.210,,,911018553261.0,3306101186210.0
220,220,220,Tài sản cố định,,148.823.215.155,87.792.452.983,,,148823215155.0,87792452983.0
221,221,221,Tài sản cố định hữu hình,13,120.180.246.302,60.086.312.739,,13.0,120180246302.0,60086312739.0
222,222,222,Nguyên giá,,162.134.437.319,95.306.706.054,,,162134437319.0,95306706054.0
223,223,223,Giá trị hao mòn lũy kế,,(41.954.191.017),(35.220.393.315),,,-41954191017.0,-35220393315.0
227,227,227,Tài sản cố định vô hình,14,28.642.968.853,27.706.140.244,,14.0,28642968853.0,27706140244.0
228,228,228,Nguyên giá,,30.025.329.118,28.423.682.881,,,30025329118.0,28423682881.0
229,229,229,Giá trị hao mòn lũy kế,,(1.382.360.265),(717.542.637),,,-1382360265.0,-717542637.0
230,230,230,Bất động sản đầu tư,15,1.945.013.110.252,1.082.785.523.673,,15.0,1945013110252.0,1082785523673.0
231,231,231,Nguyên giá,,2.022.070.991.658,1.116.651.068.799,,,2022070991658.0,1116651068799.0
232,232,232,Giá trị hao mòn lũy kế,,(77.057.881.406),(33.865.545.126),,,-77057881406.0,-33865545126.0
240,240,240,Tài sản dở dang dài hạn,,285.199.310.593,1.069.151.366.643,,,285199310593.0,1069151366643.0
241,241,241,"Chi phí sản xuất, kinh doanh dở dang",11(b),233.819.522.165,-,,,233819522165.0,
242,242,242,Chi phí xây dựng cơ bản dở dang,16,51.379.788.428,1.069.151.366.643,,16.0,51379788428.0,1069151366643.0
250,250,250,Đầu tư tài chính dài hạn,5(b),374.785.832.914,1.584.992.869.261,,,374785832914.0,1584992869261.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",,371.670.632.914,1.526.233.919.261,,,371670632914.0,1526233919261.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,,3.115.200.000,58.758.950.000,,,3115200000.0,58758950000.0
260,260,260,Tài sản dài hạn khác,,2.572.552.491.341,1.306.148.327.744,,,2572552491341.0,1306148327744.0
261,261,261,Chi phí trả trước dài hạn,12(b),288.077.446.389,160.651.074.570,,,288077446389.0,160651074570.0
262,262,262,Tài sản thuế thu nhập hoãn lại,38(a),66.869.015.901,25.612.519.257,,,66869015901.0,25612519257.0
269,269,269,Lợi thế thương mại,17,2.217.606.029.051,1.119.884.733.917,,17.0,2217606029051.0,1119884733917.0
270,270,270,TỔNG TÀI SẢN,,36.527.075.713.997,26.570.408.635.043,,,36527075713997.0,26570408635043.0
