row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2015 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2015 VND
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,(Giảm)/tăng các khoản phải trả,(3.561.263.899.138),1.953.335.836.895,,-3561263899138.0,1953335836895.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Tăng chi phí trả trước,(99.019.085.556),(120.603.156.057),,-99019085556.0,-120603156057.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,(849.017.262.276),(519.785.506.480),,-849017262276.0,-519785506480.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế thu nhập doanh nghiệp đã nộp,(431.733.905.624),(47.093.302.287),,-431733905624.0,-47093302287.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Chi khác từ hoạt động kinh doanh,-,(128.200.000),,,-128200000.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,204.557.552.243,(2.301.493.908.562),,204557552243.0,-2301493908562.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Chi đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",(215.251.612.635),(33.647.160.381),,-215251612635.0,-33647160381.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,Tiền thu từ thanh lý tài sản dài hạn,15.646.566.319,9.187.362.668,,15646566319.0,9187362668.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Chi cho vay, mua các công cụ nợ của đơn vị khác",(7.672.922.664.879),(6.399.955.276.371),,-7672922664879.0,-6399955276371.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",6.258.296.050.163,6.462.652.418.650,,6258296050163.0,6462652418650.0
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Chi đầu tư góp vốn vào đơn vị khác,(7.218.477.119.177),(3.288.764.833.329),,-7218477119177.0,-3288764833329.0
26,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Thu hồi đầu tư góp vốn vào đơn vị khác,2.048.210.045.846,-,,2048210045846.0,
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",180.791.013.185,300.231.743.455,,180791013185.0,300231743455.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,(6.603.707.721.178),(2.950.295.745.308),,-6603707721178.0,-2950295745308.0
