row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2015 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2015 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản:,2.189.703.612.855,608.112.963.781,,2189703612855.0,608112963781.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Khấu hao tài sản cố định, bất động sản đầu tư và phân bổ lợi thể thương mại",226.331.076.287,68.393.673.167,,226331076287.0,68393673167.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,(Hoàn nhập các khoản dự phòng)/Các khoản dự phòng,(41.356.813.092),51.972.653.196,,-41356813092.0,51972653196.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện,34.551.090.149,21.879.821.943,,34551090149.0,21879821943.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,(2.228.127.795.722),(331.279.777.789),,-2228127795722.0,-331279777789.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay và phát hành trái phiếu,910.387.721.293,359.337.521.058,,910387721293.0,359337521058.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,1.091.488.891.770,778.416.855.356,,1091488891770.0,778416855356.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Giảm/(tăng) các khoản phải thu,3.960.297.279.419,(4.625.495.394.936),,3960297279419.0,-4625495394936.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Giảm hàng tồn kho,93.805.533.648,279.858.958.947,,93805533648.0,279858958947.0
