row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,2016 > Quyền sở hữu và biểu quyết %,2016 > Giá gốc VND,2016 > Giá trị hợp lý VND,2016 > Dự phòng VND,2015 > Quyền sở hữu và biểu quyết %,2015 > Giá gốc VND,2015 > Giá trị hợp lý VND,2015 > Dự phòng VND,numeric__Tên công ty,numeric__Hoạt động chính,numeric__2016 > Quyền sở hữu và biểu quyết %,numeric__2016 > Giá gốc VND,numeric__2016 > Giá trị hợp lý VND,numeric__2016 > Dự phòng VND,numeric__2015 > Quyền sở hữu và biểu quyết %,numeric__2015 > Giá gốc VND,numeric__2015 > Giá trị hợp lý VND,numeric__2015 > Dự phòng VND
1,1,1,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,Kinh doanh bắt động sản,-,-,-,-,"4,76",50.583.750.000,(*),-,,,,,,,4.76,50583750000.0,,
2,2,2,Công ty Cổ phần Xuất Nhập khẩu Giấy dép Nam Á,"Bán lẻ thực phẩm; bán lẻ vải, len, sợi, chỉ khấu và hàng dệt; sản xuất và mua bán giày dép, túi xách","11,80",3.115.200.000,(*),-,"11,80",3.115.200.000,(*),-,,,11.8,3115200000.0,,,11.8,3115200000.0,,
,,,Công ty khác,,-,-,-,-,"1,00",5.060.000.000,(*),-,,,,,,,1.0,5060000000.0,,
,,,,,,3.115.200.000,,-,,58.758.950.000,,-,,,,3115200000.0,,,,58758950000.0,,
