row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,2016,2016_1,2015,2015_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động kinh doanh chính,numeric__2016,numeric__2016_1,numeric__2015,numeric__2015_1
STT,STT,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,,,
,,,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,,,,,,,
1,STT > 1,1,Công ty Cổ phần Đầu tư Địa ốc No Va,TP Hồ Chí Minh,Kinh doanh bất động sản,"69,90","69,90","69,90","69,90",,,,69.9,69.9,69.9,69.9
2,STT > 2,2,Công ty TNHH No Va Thảo Điền,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","99,98","99,98",,,,100.0,100.0,99.98,99.98
3,STT > 3,3,Công ty Cổ phần Nova Festival,TP Hồ Chí Minh,Kinh doanh bất động sản,"94,02","94,02","78,00","78,00",,,,94.02,94.02,78.0,78.0
4,STT > 4,4,Công ty TNHH Một Thành viên Địa ốc No Va,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
5,STT > 5,5,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,00","99,00",,,,99.99,99.99,99.0,99.0
6,STT > 6,6,Công ty Cổ phần Du Lịch và Nghĩ dưỡng Nova Phù Sa,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,00","99,00","99,00","99,00",,,,99.0,99.0,99.0,99.0
7,STT > 7,7,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,00","98,00","98,00","98,00",,,,98.0,98.0,98.0,98.0
8,STT > 8,8,Công ty TNHH No Va Lucky Palace,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","99,99","99,99",,,,100.0,100.0,99.99,99.99
9,STT > 9,9,Công ty Cổ phần The Prince Residence,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,81","99,81","99,80","99,80",,,,99.81,99.81,99.8,99.8
10,STT > 10,10,Công ty Cổ phần Địa ốc Thành Nhơn,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,00","98,00","98,00","98,00",,,,98.0,98.0,98.0,98.0
11,STT > 11,11,Công ty Cổ phần Địa ốc Nova Galaxy,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","99,90","99,90",,,,99.98,99.98,99.9,99.9
12,STT > 12,12,Công ty Cổ phần Bất động sản Nova Lexington,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,90","99,90","99,90","99,90",,,,99.9,99.9,99.9,99.9
13,STT > 13,13,Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","51,00","51,00",,,,99.98,99.98,51.0,51.0
14,STT > 14,14,Công ty TNHH Nova Sagel,TP Hồ Chí Minh,Kinh doanh bất động sản,"73,98","74,00","92,53","92,53",,,,73.98,74.0,92.53,92.53
15,STT > 15,15,Công ty TNHH Một Thành viên Novaland Agent,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
16,STT > 16,16,Công ty TNHH Đầu tư và Phát triển Phước Long,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,63","99,63",,,,99.99,99.99,99.63,99.63
17,STT > 17,17,Công ty Cổ phần Khách Sạn Du Lịch Thanh Niên Vũng Tàu,TP Hồ Chí Minh,Kinh doanh bất động sản,"65,00","65,00","65,00","65,00",,,,65.0,65.0,65.0,65.0
18,STT > 18,18,Công ty Cổ phần Nova Richstar,TP Hồ Chí Minh,"Kinh doanh bất động sản, cho thuê nhà xưởng, kho","99,99","99,99","85,21","99,90",,,,99.99,99.99,85.21,99.9
19,STT > 19,19,Công ty Cổ phần Nova Nippon,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","60,00","60,00",,,,99.98,99.98,60.0,60.0
20,STT > 20,20,Công ty TNHH Bất động sản Khải Hưng,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,91","99,91",,,,99.99,99.99,99.91,99.91
21,STT > 21,21,Công ty TNHH Nova Nam Ả,TP Hồ Chí Minh,Kinh doanh bất động sản,"74,00","74,00","74,00","74,00",,,,74.0,74.0,74.0,74.0
22,STT > 22,22,Công ty TNHH Nova Sasco,TP Hồ Chí Minh,Kinh doanh bất động sản,"74,00","74,00","74,00","74,00",,,,74.0,74.0,74.0,74.0
23,STT > 23,23,Công ty Cổ phần Địa ốc No Va Mỹ Đình,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
24,STT > 24,24,Công ty TNHH Bất động sản Hưng Đức,TP Hồ Chí Minh,Kinh doanh bất động sản,"70,00","70,00","69,94","70,00",,,,70.0,70.0,69.94,70.0
