row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,2016,2016_1,2015,2015_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động kinh doanh chính,numeric__2016,numeric__2016_1,numeric__2015,numeric__2015_1
STT,STT,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,,,
,,,I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),,,,,,,
25,STT > 25,25,Công ty TNHH Một Thành viên Thành Nhơn,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,00","100,00","98,00","100,00",,,,98.0,100.0,98.0,100.0
26,STT > 26,26,Công ty TNHH Nova An Phú,TP Hồ Chí Minh,Kinh doanh bất động sản,"90,00","90,00",-,-,,,,90.0,90.0,,
27,STT > 27,27,Công ty TNHH Đầu tư và Phát triển Bất động sản Nova Phúc Nguyên,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",-,-,,,,99.99,99.99,,
28,STT > 28,28,Công ty TNHH Đầu tư và Bất động sản Tường Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",-,-,,,,99.99,99.99,,
29,STT > 29,29,Công ty Cổ phần Phát triển Quốc tế Thế Kỳ 21,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,96","98,97","50,00","50,00",,,,98.96,98.97,50.0,50.0
30,STT > 30,30,Công ty Cổ phần Cao ốc Phương Đông,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,90",-,-,,,,99.89,99.9,,
31,STT > 31,31,Công ty TNHH Nova Rivergate,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,90","99,90",-,-,,,,99.9,99.9,,
32,STT > 32,32,Công ty Cổ phần Bất động sản Thanh Niên,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,70","99,80",-,-,,,,99.7,99.8,,
33,STT > 33,33,Công ty Cổ phần Nova Princess Residence,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,90","99,90",-,-,,,,99.9,99.9,,
34,STT > 34,34,Công ty TNHH Phú Việt Tín,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,90",-,-,,,,99.89,99.9,,
35,STT > 35,35,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,96","99,97",-,-,,,,99.96,99.97,,
36,STT > 36,36,Công ty Cổ phần Ngôi Nhà Mega,TP Hồ Chí Minh,Kinh doanh bất động sản,"84,99","84,99","49,90","49,90",,,,84.99,84.99,49.9,49.9
37,STT > 37,37,Công ty TNHH Mega Tie,TP Hồ Chí Minh,Kinh doanh bất động sản,"62,89","74,00",-,-,,,,62.89,74.0,,
38,STT > 38,38,Công ty TNHH Đầu tư BDS Vương Cung,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",-,-,,,,99.99,99.99,,
,,,II - Công ty liên kết,II - Công ty liên kết,II - Công ty liên kết,II - Công ty liên kết,II - Công ty liên kết,II - Công ty liên kết,II - Công ty liên kết,,,,,,,
1,STT > 1,1,Công ty Cổ phần Cảng Phú Định,TP Hồ Chí Minh,"Hoạt động hỗ trợ liên quan đến vận tải, kinh doanh bất động sản","27,64","27,64","27,91","27,91",,,,27.64,27.64,27.91,27.91
2,STT > 2,2,Công ty Cổ phần Nova Đông Hải,TP Hồ Chí Minh,Kinh doanh bất động sản,"49,99","49,99","49,00","49,00",,,,49.99,49.99,49.0,49.0
3,STT > 3,3,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,TP Hồ Chí Minh,"Kinh doanh buôn bản thiết bị, linh kiện điện tử, viễn thông","33,31","33,31","33,31","33,31",,,,33.31,33.31,33.31,33.31
4,STT > 4,4,Công ty TNHH Một Thành viên Phát triển Nhà Bến Thành,TP Hồ Chí Minh,Kinh doanh bất động sản,"25,00","25,00","25,00","25,00",,,,25.0,25.0,25.0,25.0
5,STT > 5,5,Công ty TNHH Sài Gòn Gôn,TP Hồ Chí Minh,Kinh doanh bất động sản,"49,00","50,00","77,42","79,00",,,,49.0,50.0,77.42,79.0
