row_label_raw,row_label_full,col_0,Bảng cân đốikế toán hợp nhất,Bảng cân đốikế toán hợp nhất_1,Báo cáo kết quả hoạt độngkinh doanh hợp nhất,Báo cáo kết quả hoạt độngkinh doanh hợp nhất_1,numeric__Bảng cân đốikế toán hợp nhất,numeric__Bảng cân đốikế toán hợp nhất_1,numeric__Báo cáo kết quả hoạt độngkinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt độngkinh doanh hợp nhất_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,,,,
Các khoản chi phíphải trả,Tài sản thuế TNDN hoãn lại > Các khoản chi phíphải trả,Các khoản chi phíphải trả,163.012.854.470,3.099.299.272,159.913.555.198,(29.577.676.628),163012854470.0,3099299272.0,159913555198.0,-29577676628.0
Dự phòng giảm giá hàng tồn kho,Tài sản thuế TNDN hoãn lại > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,84.619.537.188,40.889.779.384,43.729.757.804,(31.520.952.897),84619537188.0,40889779384.0,43729757804.0,-31520952897.0
Lợi nhuận chưa thực hiện,Tài sản thuế TNDN hoãn lại > Lợi nhuận chưa thực hiện,Lợi nhuận chưa thực hiện,28.323.082.014,43.586.445.235,(15.263.363.220),(24.587.525.411),28323082014.0,43586445235.0,-15263363220.0,-24587525411.0
Dự phòng chi phí bảo hành,Tài sản thuế TNDN hoãn lại > Dự phòng chi phí bảo hành,Dự phòng chi phí bảo hành,14.047.933.383,13.587.160.869,460.772.514,(1.665.060.697),14047933383.0,13587160869.0,460772514.0,-1665060697.0
Chênh lệch tỷ giá hối đoái,Tài sản thuế TNDN hoãn lại > Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,(20.826.708),(73.745.560),52.918.852,(86.129.395),-20826708.0,-73745560.0,52918852.0,-86129395.0
,,,289.982.580.347,101.088.939.200,,,289982580347.0,101088939200.0,,
