row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,19.849.837.609.882,20.916.710.755.306,19849837609882.0,20916710755306.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,8.790.535.553.617,9.784.868.319.851,8790535553617.0,9784868319851.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,7.722.361.780.931,7.201.636.687.343,7722361780931.0,7201636687343.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,2.632.462.061.133,3.277.532.567.826,2632462061133.0,3277532567826.0
Khác,Khác,Khác,704.478.214.201,652.673.180.286,704478214201.0,652673180286.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,3.565.767.583.102,1.167.651.662.536,3565767583102.0,1167651662536.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,3.081.373.428.101,900.930.084.971,3081373428101.0,900930084971.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,336.549.546.590,159.254.245.154,336549546590.0,159254245154.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,52.098.835.716,64.007.887.365,52098835716.0,64007887365.0
Khác,Khác,Khác,95.745.772.695,43.459.445.046,95745772695.0,43459445046.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,23.415.605.192.984,22.084.362.417.842,23415605192984.0,22084362417842.0
