row_label_raw,row_label_full,Tên,Chức vụ,Năm nay,VNDNăm trước,numeric__Chức vụ,numeric__Năm nay,numeric__VNDNăm trước
Đăng Minh Lương (*),Đăng Minh Lương (*),Đăng Minh Lương (*),Thành viên HĐQT,870.808.333,686.250.000,,870808333.0,686250000.0
Nguyễn Đức Tài (*),Nguyễn Đức Tài (*),Nguyễn Đức Tài (*),Chủ tịch HĐQT,-,230.080.000,,,230080000.0
Đoàn Văn Hiểu Em (*),Đoàn Văn Hiểu Em (*),Đoàn Văn Hiểu Em (*),Thành viên HĐQT,,584.280.000,,,584280000.0
Trần Huy Thanh Tùng (*),Trần Huy Thanh Tùng (*),Trần Huy Thanh Tùng (*),Thành viên HĐQT,,,,,
,,,và Tổng Giám đốc,-,164.580.000,,,164580000.0
TỔNG CỘNG,Trần Huy Thanh Tùng (*) > TỔNG CỘNG,TỔNG CỘNG,,870.808.333,1.665.190.000,,870808333.0,1665190000.0
