row_label_raw,row_label_full,2019 > 2020 > 2022 > 2023 > 2024,2024 > 2025 > 2027 > 2028 > 2029,(**),5.947.497.325 > 6.437.846.862 > 306.214.502.293 > 342.942.200.944 > 346.722.004.707,-,(5.947.497.325) > -,- > 6.437.846.862 > 306.214.502.293 > 342.942.200.944 > 346.722.004.707,numeric__2024 > 2025 > 2027 > 2028 > 2029,numeric__(**),numeric__5.947.497.325 > 6.437.846.862 > 306.214.502.293 > 342.942.200.944 > 346.722.004.707,numeric__-,numeric__(5.947.497.325) > -,numeric__- > 6.437.846.862 > 306.214.502.293 > 342.942.200.944 > 346.722.004.707
,,,,,1.008.264.052.131,-,(5.947.497.325),1.002.316.554.806,,,1008264052131.0,,-5947497325.0,1002316554806.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.589.455.384.220,(102.738.698.606),(885.012.669.690),8.601.704.015.924,,,9589455384220.0,-102738698606.0,-885012669690.0,8601704015924.0
