row_label_raw,row_label_full,Công ty Tài chính TNHH MTV Home Credit Việt Nam > Ngân hàng TMCP Việt Nam Thịnh Vượng,Số cuối năm > 82.179.250.662 > 59.659.077.990,VND Số đầu năm > 199.794.423.211 > 26.813.575.632,numeric__Số cuối năm > 82.179.250.662 > 59.659.077.990,numeric__VND Số đầu năm > 199.794.423.211 > 26.813.575.632
Khác,Khác,Khác,99.567.068.235,81.866.345.084,99567068235.0,81866345084.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,241.405.396.887,308.474.343.927,241405396887.0,308474343927.0
