row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,VND,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__VND
Công ty Cổ phần Thế Giới Số,Công ty Cổ phần Thế Giới Số,Công ty Cổ phần Thế Giới Số,494.430.598.816,494.430.598.816,139.020.442.642,139.020.442.642,,494430598816.0,494430598816.0,139020442642.0,139020442642.0,
Công ty TNHH Điện Máy AQUA Việt Nam,Công ty TNHH Điện Máy AQUA Việt Nam,Công ty TNHH Điện Máy AQUA Việt Nam,368.233.274.979,368.233.274.979,234.776.763.766,234.776.763.766,,368233274979.0,368233274979.0,234776763766.0,234776763766.0,
Công ty TNHH LG Electronics Việt Nam Hải Phòng,Công ty TNHH LG Electronics Việt Nam Hải Phòng,Công ty TNHH LG Electronics Việt Nam Hải Phòng,330.376.839.713,330.376.839.713,337.324.152.646,337.324.152.646,,330376839713.0,330376839713.0,337324152646.0,337324152646.0,
Chi nhánh Công ty TNHH Phân phối Synnex FPT,Chi nhánh Công ty TNHH Phân phối Synnex FPT,Chi nhánh Công ty TNHH Phân phối Synnex FPT,328.278.198.699,328.278.198.699,98.858.065.554,98.858.065.554,,328278198699.0,328278198699.0,98858065554.0,98858065554.0,
Công ty TNHH Sản phẩm Tiêu dùng Toshiba Việt Nam,Công ty TNHH Sản phẩm Tiêu dùng Toshiba Việt Nam,Công ty TNHH Sản phẩm Tiêu dùng Toshiba Việt Nam,319.793.975.590,319.793.975.590,374.086.979.559,374.086.979.559,,319793975590.0,319793975590.0,374086979559.0,374086979559.0,
Công ty TNHH Apple Việt Nam,Công ty TNHH Apple Việt Nam,Công ty TNHH Apple Việt Nam,288.433.656.226,288.433.656.226,271.572.476.999,271.572.476.999,,288433656226.0,288433656226.0,271572476999.0,271572476999.0,
Công ty TNHH Panasonic Việt Nam,Công ty TNHH Panasonic Việt Nam,Công ty TNHH Panasonic Việt Nam,273.670.467.619,273.670.467.619,138.189.867.888,138.189.867.888,,273670467619.0,273670467619.0,138189867888.0,138189867888.0,
Khác,Khác,Khác,6.776.419.042.916,6.776.419.042.916,6.333.240.978.881,6.333.240.978.881,,6776419042916.0,6776419042916.0,6333240978881.0,6333240978881.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.179.636.054.558,9.179.636.054.558,7.927.069.727.935,7.927.069.727.935,,9179636054558.0,9179636054558.0,7927069727935.0,7927069727935.0,
