row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,4.825.763.013.078,689.692.367.896,4825763013078.0,689692367896.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,965.152.602.616,137.938.473.579,965152602616.0,137938473579.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Lỗ từ các công ty con,Các khoản điều chỉnh: > Lỗ từ các công ty con,Lỗ từ các công ty con,82.008.156.469,397.052.188.165,82008156469.0,397052188165.0
Phân bổ lợi thể thương mại,Các khoản điều chỉnh: > Phân bổ lợi thể thương mại,Phân bổ lợi thể thương mại,49.113.497.694,12.278.374.424,49113497694.0,12278374424.0
"Chi phí không hợp lý, hợp lệ","Các khoản điều chỉnh: > Chi phí không hợp lý, hợp lệ","Chi phí không hợp lý, hợp lệ",10.613.443.133,13.894.836.232,10613443133.0,13894836232.0
Lỗ từ các công ty liên doanh,Các khoản điều chỉnh: > Lỗ từ các công ty liên doanh,Lỗ từ các công ty liên doanh,8.919.290.980,-,8919290980.0,
Điều chỉnh chi phí thuế TNDN trích(thừa) thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh chi phí thuế TNDN trích(thừa) thiếu trong những năm trước,Điều chỉnh chi phí thuế TNDN trích(thừa) thiếu trong những năm trước,(5.151.626.138),1.966.289.096,-5151626138.0,1966289096.0
Hoàn nhập dự phòng khoản đầu tư vàocông ty con,Các khoản điều chỉnh: > Hoàn nhập dự phòng khoản đầu tư vàocông ty con,Hoàn nhập dự phòng khoản đầu tư vàocông ty con,(6.369.144.000),(29.629.863.130),-6369144000.0,-29629863130.0
Thuế TNDN được miễn giảm,Các khoản điều chỉnh: > Thuế TNDN được miễn giảm,Thuế TNDN được miễn giảm,(11.811.436.396),(11.637.085.409),-11811436396.0,-11637085409.0
Chi phí thuế TNDN ước tính,Các khoản điều chỉnh: > Chi phí thuế TNDN ước tính,Chi phí thuế TNDN ước tính,1.092.474.784.358,521.863.212.957,1092474784358.0,521863212957.0
