row_label_raw,row_label_full,CHI PHI TAI CHINH,CHI PHI TAI CHINH_1,CHI PHI TAI CHINH_2,numeric__CHI PHI TAI CHINH_1,numeric__CHI PHI TAI CHINH_2
,,,Năm 2025VND,Năm 2024VND,,
- Chi phí lãi vay,- Chi phí lãi vay,- Chi phí lãi vay,75.118.167.336,107.433.344.051,75118167336.0,107433344051.0
- Lãi trái phiếu,- Lãi trái phiếu,- Lãi trái phiếu,41.642.408.944,46.118.177.445,41642408944.0,46118177445.0
- Hoàn nhập đầu tư tài chính,- Hoàn nhập đầu tư tài chính,- Hoàn nhập đầu tư tài chính,(30.371.844.607),(96.544.101.766),-30371844607.0,-96544101766.0
- Lỗ bán các khoản đầu tư,- Lỗ bán các khoản đầu tư,- Lỗ bán các khoản đầu tư,17.000.000.000,-,17000000000.0,
- Lỗ chênh lệch tỷ giá do đánh giá lại số dư cuối năm,- Lỗ chênh lệch tỷ giá do đánh giá lại số dư cuối năm,- Lỗ chênh lệch tỷ giá do đánh giá lại số dư cuối năm,7.388.125.993,-,7388125993.0,
,,,110.776.857.666,57.007.419.730,110776857666.0,57007419730.0
Chỉ số hoạt động tài chính đối với các,Chỉ số hoạt động tài chính đối với các,Chỉ số hoạt động tài chính đối với các,3.082.485.013,2.117.559.991,3082485013.0,2117559991.0
