row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốc VND,31/12/2025 > Dự phòng VND,31/12/2025 > Giá trị hợp lý VND,01/01/2025 > Giá gốc VND,01/01/2025 > Dự phòng VND,01/01/2025 > Giá trị hợp lý VND,numeric__31/12/2025 > Giá gốc VND,numeric__31/12/2025 > Dự phòng VND,numeric__31/12/2025 > Giá trị hợp lý VND,numeric__01/01/2025 > Giá gốc VND,numeric__01/01/2025 > Dự phòng VND,numeric__01/01/2025 > Giá trị hợp lý VND
Đầu tư vào Công ty con- Công ty CP BOT và BT Đức Long Đắk Nông (**),Đầu tư vào Công ty con- Công ty CP BOT và BT Đức Long Đắk Nông (**),Đầu tư vào Công ty con- Công ty CP BOT và BT Đức Long Đắk Nông (**),378.500.000.000,(269.292.030.819),,555.000.000.000,(299.663.875.426),,378500000000.0,-269292030819.0,,555000000000.0,-299663875426.0,
- Công ty CP BOT và BT Đức Long Gia Lai,- Công ty CP BOT và BT Đức Long Gia Lai,- Công ty CP BOT và BT Đức Long Gia Lai,149.800.000.000,(87.106.545.832),(*),176.500.000.000,-,(*),149800000000.0,-87106545832.0,,176500000000.0,,
- Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,- Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,- Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,228.700.000.000,(182.185.484.987),(*),149.800.000.000,(136.670.135.413),(*),228700000000.0,-182185484987.0,,149800000000.0,-136670135413.0,
"Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết",372.847.766.000,-,,8.900.766.000,-,,372847766000.0,,,8900766000.0,,
- Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,- Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,- Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,8.900.766.000,-,(*),8.900.766.000,-,(*),8900766000.0,,,8900766000.0,,
- Công ty Cổ phần Năng Lượng Điện gió CP1 Wind (***),- Công ty Cổ phần Năng Lượng Điện gió CP1 Wind (***),- Công ty Cổ phần Năng Lượng Điện gió CP1 Wind (***),117.500.000.000,-,(*),-,-,(*),117500000000.0,,,,,
- Công ty Cổ phần Năng Lượng Điện gió CP2 Wind (***),- Công ty Cổ phần Năng Lượng Điện gió CP2 Wind (***),- Công ty Cổ phần Năng Lượng Điện gió CP2 Wind (***),115.000.000.000,-,(*),-,-,(*),115000000000.0,,,,,
- Công ty Cổ phần Năng Lượng Điện mặt trời CP3 Solar (***),- Công ty Cổ phần Năng Lượng Điện mặt trời CP3 Solar (***),- Công ty Cổ phần Năng Lượng Điện mặt trời CP3 Solar (***),81.961.000.000,-,(*),-,-,(*),81961000000.0,,,,,
- Công ty Cổ phần Năng Lượng Điện mặt trời Chư Puh 4 Solar (***),- Công ty Cổ phần Năng Lượng Điện mặt trời Chư Puh 4 Solar (***),- Công ty Cổ phần Năng Lượng Điện mặt trời Chư Puh 4 Solar (***),49.486.000.000,-,(*),-,-,(*),49486000000.0,,,,,
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,6.480.000.000,(480.000.000),,480.000.000,(480.000.000),,6480000000.0,-480000000.0,,480000000.0,-480000000.0,
- Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,- Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,- Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,480.000.000,(480.000.000),(*),480.000.000,(480.000.000),(*),480000000.0,-480000000.0,,480000000.0,-480000000.0,
- Công ty TNHH Cung ứng vật tư nguyên liệu Tây Nguyên (****),- Công ty TNHH Cung ứng vật tư nguyên liệu Tây Nguyên (****),- Công ty TNHH Cung ứng vật tư nguyên liệu Tây Nguyên (****),6.000.000.000,-,(*),-,-,(*),6000000000.0,,,,,
,,,757.827.766.000,(269.772.030.819),,564.380.766.000,(300.143.875.426),,757827766000.0,-269772030819.0,,564380766000.0,-300143875426.0,
