row_label_raw,row_label_full,col_0,31/12/2025VND,01/01/2025VND,numeric__31/12/2025VND,numeric__01/01/2025VND
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,552.930.584.556,23.790.945.556,552930584556.0,23790945556.0
- Công ty CP Dịch vụ Công cộng Đức Long Bảo Lộc,- Công ty CP Dịch vụ Công cộng Đức Long Bảo Lộc,- Công ty CP Dịch vụ Công cộng Đức Long Bảo Lộc,17.679.001.256,16.366.045.256,17679001256.0,16366045256.0
- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,531.780.858.000,3.960.030.000,531780858000.0,3960030000.0
- Công ty TNHH Cung ứng vật tư nguyên liệu Tây Nguyên,- Công ty TNHH Cung ứng vật tư nguyên liệu Tây Nguyên,- Công ty TNHH Cung ứng vật tư nguyên liệu Tây Nguyên,5.855.000,-,5855000.0,
- Công ty CP Khoáng sản và luyện kim Tây Nguyên,- Công ty CP Khoáng sản và luyện kim Tây Nguyên,- Công ty CP Khoáng sản và luyện kim Tây Nguyên,3.464.870.300,3.464.870.300,3464870300.0,3464870300.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,5.798.281.640,123.909.089,5798281640.0,123909089.0
- Công ty CP Tư vấn Xây dựng giao thông Gia Lai,- Công ty CP Tư vấn Xây dựng giao thông Gia Lai,- Công ty CP Tư vấn Xây dựng giao thông Gia Lai,100.000.000,100.000.000,100000000.0,100000000.0
- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,-,23.909.089,,23909089.0
- Công ty CP CN khai thác chế biến đá Tây Nguyên,- Công ty CP CN khai thác chế biến đá Tây Nguyên,- Công ty CP CN khai thác chế biến đá Tây Nguyên,5.698.281.640,-,5698281640.0,
Phải thu về cho vay,Phải thu về cho vay,Phải thu về cho vay,116.129.354.820,165.279.354.820,116129354820.0,165279354820.0
- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,93.870.419.820,143.020.419.820,93870419820.0,143020419820.0
- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,22.258.935.000,22.258.935.000,22258935000.0,22258935000.0
Phải thu khác,Phải thu khác,Phải thu khác,251.187.559.920,251.450.087.569,251187559920.0,251450087569.0
- Công ty CP BOT & BT Đức Long Đắk Nông,- Công ty CP BOT & BT Đức Long Đắk Nông,- Công ty CP BOT & BT Đức Long Đắk Nông,14.240.000.000,20.572.500.000,14240000000.0,20572500000.0
- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,19.405.174.489,15.227.234.053,19405174489.0,15227234053.0
- Công ty TNHH Cung ứng vật tư nguyên liệu Tây Nguyên,- Công ty TNHH Cung ứng vật tư nguyên liệu Tây Nguyên,- Công ty TNHH Cung ứng vật tư nguyên liệu Tây Nguyên,127.905.536.853,127.905.536.853,127905536853.0,127905536853.0
- Công ty CP Khoáng sản và luyện kim Tây Nguyên,- Công ty CP Khoáng sản và luyện kim Tây Nguyên,- Công ty CP Khoáng sản và luyện kim Tây Nguyên,3.959.369.621,3.959.369.621,3959369621.0,3959369621.0
- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,45.697.543.509,43.805.511.594,45697543509.0,43805511594.0
- Ông Vũ Văn Tin,- Ông Vũ Văn Tin,- Ông Vũ Văn Tin,39.979.935.448,39.979.935.448,39979935448.0,39979935448.0
Phải trả người bán,Phải trả người bán,Phải trả người bán,35.000.003,-,35000003.0,
- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,35.000.003,-,35000003.0,
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,12.219.817.130,12.219.817.130,12219817130.0,12219817130.0
- Công ty CP BOT và BT Đức Long Gia Lai,- Công ty CP BOT và BT Đức Long Gia Lai,- Công ty CP BOT và BT Đức Long Gia Lai,12.219.817.130,12.219.817.130,12219817130.0,12219817130.0
