row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,514.809.574.548,186.989.238.027,1.0,,514809574548.0,186989238027.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,,,
Khấu hao TSCĐ và BĐSĐT.,Điều chỉnh cho các khoản > Khấu hao TSCĐ và BĐSĐT.,Khấu hao TSCĐ và BĐSĐT.,02,,17.418.756.831,17.596.144.966,2.0,,17418756831.0,17596144966.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,(156.718.050.902),170.647.890.418,3.0,,-156718050902.0,170647890418.0
"Lãi, lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Điều chỉnh cho các khoản > Lãi, lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,7.388.125.993,(9.765.992.184),4.0,,7388125993.0,-9765992184.0
"Lãi, lỗ hoạt động đầu tư","Điều chỉnh cho các khoản > Lãi, lỗ hoạt động đầu tư","Lãi, lỗ hoạt động đầu tư",05,,(526.279.172.845),(227.089.380.123),5.0,,-526279172845.0,-227089380123.0
Chỉ phí lãi vay,Điều chỉnh cho các khoản > Chỉ phí lãi vay,Chỉ phí lãi vay,06,,116.760.576.280,153.551.521.496,6.0,,116760576280.0,153551521496.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,(26.620.190.095),291.929.422.600,8.0,,-26620190095.0,291929422600.0
Tăng giảm các khoản phải thu,Điều chỉnh cho các khoản > Tăng giảm các khoản phải thu,Tăng giảm các khoản phải thu,09,,116.411.594.974,(76.257.550.546),9.0,,116411594974.0,-76257550546.0
Tăng giảm hàng tồn kho,Điều chỉnh cho các khoản > Tăng giảm hàng tồn kho,Tăng giảm hàng tồn kho,10,,(425.516.132),(2.468.848.691),10.0,,-425516132.0,-2468848691.0
"Tăng giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(28.211.920.815),(40.201.898.383),11.0,,-28211920815.0,-40201898383.0
Tăng giảm chi phí trả trước,Điều chỉnh cho các khoản > Tăng giảm chi phí trả trước,Tăng giảm chi phí trả trước,12,,-,14.475.756,12.0,,,14475756.0
Tăng giảm chứng khoán kinh doanh,Điều chỉnh cho các khoản > Tăng giảm chứng khoán kinh doanh,Tăng giảm chứng khoán kinh doanh,13,,(175.000.000.000),-,13.0,,-175000000000.0,
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,-,(322.492.144.381),14.0,,,-322492144381.0
