row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,,1.917.087.788.691,1.885.442.852.682,300.0,,1917087788691.0,1885442852682.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,,1.877.030.761.321,1.825.185.825.312,310.0,,1877030761321.0,1825185825312.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,16,109.690.416.474,140.788.843.579,311.0,16.0,109690416474.0,140788843579.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,17,13.528.818.504,13.528.818.504,312.0,17.0,13528818504.0,13528818504.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,20,26.196.591.022,23.140.117.098,313.0,20.0,26196591022.0,23140117098.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,314,,109.624.073,144.323.076,314.0,,109624073.0,144323076.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,18,347.174.126.309,307.645.807.624,315.0,18.0,347174126309.0,307645807624.0
Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,,29.090.909,29.090.909,318.0,,29090909.0,29090909.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,19,690.656.225.238,613.559.236.274,319.0,19.0,690656225238.0,613559236274.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,21,687.848.173.400,724.546.892.856,320.0,21.0,687848173400.0,724546892856.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,,1.797.695.392,1.802.695.392,322.0,,1797695392.0,1802695392.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,40.057.027.370,60.257.027.370,330.0,,40057027370.0,60257027370.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,21,40.057.027.370,60.257.027.370,338.0,21.0,40057027370.0,60257027370.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,22,955.561.166.901,440.751.592.353,400.0,22.0,955561166901.0,440751592353.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,,955.561.166.901,440.751.592.353,410.0,,955561166901.0,440751592353.0
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,411,,2.993.097.200.000,2.993.097.200.000,411.0,,2993097200000.0,2993097200000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.993.097.200.000,2.993.097.200.000,,,2993097200000.0,2993097200000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,50.510.908.328,50.510.908.328,412.0,,50510908328.0,50510908328.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,6.196.436.959,6.196.436.959,418.0,,6196436959.0,6196436959.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,(2.094.243.378.386),(2.609.052.952.934),421.0,,-2094243378386.0,-2609052952934.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,(2.609.052.952.934),(2.796.042.190.961),,,-2609052952934.0,-2796042190961.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,514.809.574.548,186.989.238.027,,,514809574548.0,186989238027.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,2.872.648.955.592,2.326.194.445.035,440.0,,2872648955592.0,2326194445035.0
