row_label_raw,row_label_full,Tên chi nhánh,Địa chỉ,numeric__Địa chỉ
Chi nhánh Chế biến Gỗ Đức Long Gia Lai,Chi nhánh Chế biến Gỗ Đức Long Gia Lai,Chi nhánh Chế biến Gỗ Đức Long Gia Lai,"Số 02 Đăng Trần Côn, phường Hội Phú, Tinh Gia Lai",
Chi nhánh Chế biến Gỗ số 2 Đức Long Gia Lai (*),Chi nhánh Chế biến Gỗ số 2 Đức Long Gia Lai (*),Chi nhánh Chế biến Gỗ số 2 Đức Long Gia Lai (*),"152A Lý Nam Đế, phường Hội Phú, Tinh Gia Lai, Việt Nam",
Chi nhánh Khách sạn Đức Long Gia Lai,Chi nhánh Khách sạn Đức Long Gia Lai,Chi nhánh Khách sạn Đức Long Gia Lai,"Số 95-97 Hai Bà Trưng, Phường Diên Hồng, Tinh Gia Lai",
Chi nhánh Nhà nghi Đức Long Gia Lai,Chi nhánh Nhà nghi Đức Long Gia Lai,Chi nhánh Nhà nghi Đức Long Gia Lai,"Số 43 Lý Nam Đế, phường Hội Phú Tinh Gia Lai",
