row_label_raw,row_label_full,col_0,31/12/2025 > Giá trịVND,31/12/2025 > Số có khả năngtrả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,01/01/2025 > Giá trịVND,01/01/2025 > Số có khả năngtrả nợVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Số có khả năngtrả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Số có khả năngtrả nợVND
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,687.848.173.400,687.848.173.400,20.200.000.000,56.898.719.456,724.546.892.856,724.546.892.856,687848173400.0,687848173400.0,20200000000.0,56898719456.0,724546892856.0,724546892856.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,174.983.815.400,174.983.815.400,-,-,174.983.815.400,174.983.815.400,174983815400.0,174983815400.0,,,174983815400.0,174983815400.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (1),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (1),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (1),174.983.815.400,174.983.815.400,-,-,174.983.815.400,174.983.815.400,174983815400.0,174983815400.0,,,174983815400.0,174983815400.0
Trái phiếu phát hành đến hạn trả (2),Trái phiếu phát hành đến hạn trả (2),Trái phiếu phát hành đến hạn trả (2),360.374.500.000,360.374.500.000,-,56.898.719.456,417.273.219.456,417.273.219.456,360374500000.0,360374500000.0,,56898719456.0,417273219456.0,417273219456.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,152.489.858.000,152.489.858.000,20.200.000.000,-,132.289.858.000,132.289.858.000,152489858000.0,152489858000.0,20200000000.0,,132289858000.0,132289858000.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),152.489.858.000,152.489.858.000,20.200.000.000,-,132.289.858.000,132.289.858.000,152489858000.0,152489858000.0,20200000000.0,,132289858000.0,132289858000.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,40.057.027.370,40.057.027.370,-,20.200.000.000,60.257.027.370,60.257.027.370,40057027370.0,40057027370.0,,20200000000.0,60257027370.0,60257027370.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),-,-,-,20.200.000.000,20.200.000.000,20.200.000.000,,,,20200000000.0,20200000000.0,20200000000.0
- Công ty CP BOT và BT Đức Long Gia lai (4),- Công ty CP BOT và BT Đức Long Gia lai (4),- Công ty CP BOT và BT Đức Long Gia lai (4),20.057.027.370,20.057.027.370,-,-,20.057.027.370,20.057.027.370,20057027370.0,20057027370.0,,,20057027370.0,20057027370.0
- Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai (5),- Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai (5),- Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai (5),20.000.000.000,20.000.000.000,-,-,20.000.000.000,20.000.000.000,20000000000.0,20000000000.0,,,20000000000.0,20000000000.0
,,,727.905.200.770,727.905.200.770,20.200.000.000,77.098.719.456,784.803.920.226,784.803.920.226,727905200770.0,727905200770.0,20200000000.0,77098719456.0,784803920226.0,784803920226.0
Vay và nợ thuê tài chính bên liên quan(Xem chi tiết tại Thuyết minh số 34),Vay và nợ thuê tài chính bên liên quan(Xem chi tiết tại Thuyết minh số 34),Vay và nợ thuê tài chính bên liên quan(Xem chi tiết tại Thuyết minh số 34),40.057.027.370,40.057.027.370,,,40.057.027.370,40.057.027.370,40057027370.0,40057027370.0,,,40057027370.0,40057027370.0
