row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,24,45.929.954.091,14.451.046.362,1.0,24.0,45929954091.0,14451046362.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,10,,45.929.954.091,14.451.046.362,10.0,,45929954091.0,14451046362.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,25,53.986.126.691,45.368.568.939,11.0,25.0,53986126691.0,45368568939.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,(8.056.172.600),(30.917.522.577),20.0,,-8056172600.0,-30917522577.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,26,526.188.263.754,237.133.547.307,21.0,26.0,526188263754.0,237133547307.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,27,110.776.857.666,57.007.419.730,22.0,27.0,110776857666.0,57007419730.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,116.760.576.280,153.551.521.496,23.0,,116760576280.0,153551521496.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,28,62.307.692,86.595.784,25.0,28.0,62307692.0,86595784.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,28,(125.910.872.432),256.551.063.090,26.0,28.0,-125910872432.0,256551063090.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,30,,533.203.798.228,(107.429.053.874),30.0,,533203798228.0,-107429053874.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,29,112.025.343,315.496.312.086,31.0,29.0,112025343.0,315496312086.0
Chi phí khác,Chi phí khác,Chi phí khác,32,30,18.506.249.023,21.078.020.185,32.0,30.0,18506249023.0,21078020185.0
Lợi nhuận khác,Lợi nhuận khác,Lợi nhuận khác,40,,(18.394.223.680),294.418.291.901,40.0,,-18394223680.0,294418291901.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,,514.809.574.548,186.989.238.027,50.0,,514809574548.0,186989238027.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,32,-,-,51.0,32.0,,
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,514.809.574.548,186.989.238.027,60.0,,514809574548.0,186989238027.0
