row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
TÀISẢN NGÁN HẠN,TÀISẢN NGÁN HẠN,TÀISẢN NGÁN HẠN,100,,1.688.853.794.582,1.359.810.283.585,100.0,,1688853794582.0,1359810283585.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,2.279.696.295,1.125.528.258,110.0,5.0,2279696295.0,1125528258.0
Tiền,Tiền,Tiền,111,,2.279.696.295,1.125.528.258,111.0,,2279696295.0,1125528258.0
Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,120,15,175.000.000.000,-,120.0,15.0,175000000000.0,
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,,175.000.000.000,-,121.0,,175000000000.0,
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,1.407.573.671.763,1.245.900.413.416,130.0,,1407573671763.0,1245900413416.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,1.158.581.951.660,696.643.230.460,131.0,6.0,1158581951660.0,696643230460.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,7,48.627.732.676,48.505.787.252,132.0,7.0,48627732676.0,48505787252.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8,1.518.237.128.491,1.945.703.722.755,135.0,8.0,1518237128491.0,1945703722755.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,136,9,705.259.409.911,713.698.172.323,136.0,9.0,705259409911.0,713698172323.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,,(2.023.132.550.975),(2.158.650.499.374),137.0,,-2023132550975.0,-2158650499374.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,10,103.360.329.979,112.106.555.951,140.0,10.0,103360329979.0,112106555951.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,197.698.170.402,197.272.654.270,141.0,,197698170402.0,197272654270.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(94.337.840.423),(85.166.098.319),149.0,,-94337840423.0,-85166098319.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,640.096.545,677.785.960,150.0,,640096545.0,677785960.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,576.589.870,614.279.285,152.0,,576589870.0,614279285.0
Thuế và các khoản khác phải thu,Thuế và các khoản khác phải thu,Thuế và các khoản khác phải thu,153,20,63.506.675,63.506.675,153.0,20.0,63506675.0,63506675.0
Nhà nước,Nhà nước,Nhà nước,,,,,,,,
TÀISẢN DÀI HẠN,Nhà nước > TÀISẢN DÀI HẠN,TÀISẢN DÀI HẠN,200,,1.183.795.161.010,966.384.161.450,200.0,,1183795161010.0,966384161450.0
Các khoản phải thu dài hạn,Nhà nước > Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,346.014.654.599,336.214.654.599,210.0,,346014654599.0,336214654599.0
