row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
Phải thu về cho vay dài hạn,Nhà nước > Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8,935.000,334.946.919.599,215.0,8.0,935000.0,334946919599.0
Phải thu dài hạn khác,Nhà nước > Phải thu dài hạn khác,Phải thu dài hạn khác,216,9,346.014.654.599,1.268.670.000,216.0,9.0,346014654599.0,1268670000.0
Dự phòng phải thu dài hạn khó đòi,Nhà nước > Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,,(935.000),(935.000),219.0,,-935000.0,-935000.0
Tài sản cố định,Nhà nước > Tài sản cố định,Tài sản cố định,220,,292.233.367.340,307.180.049.551,220.0,,292233367340.0,307180049551.0
Tài sản cố định hữu hình,Nhà nước > Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,14,292.233.367.340,307.180.049.551,221.0,14.0,292233367340.0,307180049551.0
- Nguyên giá,Nhà nước > - Nguyên giá,- Nguyên giá,222,,453.506.757.737,452.925.845.953,222.0,,453506757737.0,452925845953.0
- Giá trị hao mòn lũy kế,Nhà nước > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(161.273.390.397),(145.745.796.402),223.0,,-161273390397.0,-145745796402.0
Tài sản cố định vô hình,Nhà nước > Tài sản cố định vô hình,Tài sản cố định vô hình,227,13,-,-,227.0,13.0,,
- Nguyên giá,Nhà nước > - Nguyên giá,- Nguyên giá,228,,399.336.795,399.336.795,228.0,,399336795.0,399336795.0
- Giá trị hao mòn lũy kế,Nhà nước > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(399.336.795),(399.336.795),229.0,,-399336795.0,-399336795.0
Bất động sản đầu tư,Nhà nước > Bất động sản đầu tư,Bất động sản đầu tư,230,12,24.921.873.504,26.183.036.340,230.0,12.0,24921873504.0,26183036340.0
- Nguyên giá,Nhà nước > - Nguyên giá,- Nguyên giá,231,,56.149.693.891,56.149.693.891,231.0,,56149693891.0,56149693891.0
- Giá trị hao mòn lũy kế,Nhà nước > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(31.227.820.387),(29.966.657.551),232.0,,-31227820387.0,-29966657551.0
Tài sản dở dang dài hạn,Nhà nước > Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,32.569.530.386,32.569.530.386,240.0,,32569530386.0,32569530386.0
Chi phí xây dựng cơ bản dở dang,Nhà nước > Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,11,32.569.530.386,32.569.530.386,242.0,11.0,32569530386.0,32569530386.0
Đầu tư tài chính dài hạn,Nhà nước > Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,15,488.055.735.181,264.236.890.574,250.0,15.0,488055735181.0,264236890574.0
Đầu tư vào công ty con,Nhà nước > Đầu tư vào công ty con,Đầu tư vào công ty con,251,,378.500.000.000,555.000.000.000,251.0,,378500000000.0,555000000000.0
"Đầu tư vào công ty liên doanh, liên kết","Nhà nước > Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,,372.847.766.000,8.900.766.000,252.0,,372847766000.0,8900766000.0
Đầu tư góp vốn vào đơn vị khác,Nhà nước > Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,6.480.000.000,480.000.000,253.0,,6480000000.0,480000000.0
Dự phòng đầu tư tài chính dài hạn,Nhà nước > Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(269.772.030.819),(300.143.875.426),254.0,,-269772030819.0,-300143875426.0
TỔNG CỘNG TÀI SẢN,Nhà nước > TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,2.872.648.955.592,2.326.194.445.035,270.0,,2872648955592.0,2326194445035.0
