row_label_raw,row_label_full,col_0,Chức vụ,Năm 2025 VND,Năm 2024 VND,numeric__Chức vụ,numeric__Năm 2025 VND,numeric__Năm 2024 VND
- Ông Nguyễn Tường Cợt,- Ông Nguyễn Tường Cợt,- Ông Nguyễn Tường Cợt,Tổng Giám đốc,171.089.744,160.650.000,,171089744.0,160650000.0
- Bà Vũ Thị Hải (*),- Bà Vũ Thị Hải (*),- Bà Vũ Thị Hải (*),Phó Tổng Giám đốc,-,72.454.701,,,72454701.0
- Ông Phạm Minh Việt,- Ông Phạm Minh Việt,- Ông Phạm Minh Việt,Phó Tổng Giám đốc,448.495.000,420.000.000,,448495000.0,420000000.0
- Ông Trần Văn Phương,- Ông Trần Văn Phương,- Ông Trần Văn Phương,Phó Tổng Giám đốc,429.958.668,313.500.000,,429958668.0,313500000.0
- Ông Đỗ Thành Nhân,- Ông Đỗ Thành Nhân,- Ông Đỗ Thành Nhân,Trường phòng TC - KT kiểm phụ trách kế toán,275.165.812,278.428.034,,275165812.0,278428034.0
,,,,1.324.709.224,1.245.032.735,,1324709224.0,1245032735.0
