row_label_raw,row_label_full,Thuế giá trị gia tăng,Phải thu,Phải nộp > 15.457.783.457,Số phải nộp trong năm > 31.911.134.062,Số đã thực nộp trong năm > 46.242.389.946,"Phải thu > 38.088.545,00","Phải nộp > 11.908.121.176,00",numeric__Phải thu,numeric__Phải nộp > 15.457.783.457,numeric__Số phải nộp trong năm > 31.911.134.062,numeric__Số đã thực nộp trong năm > 46.242.389.946,"numeric__Phải thu > 38.088.545,00","numeric__Phải nộp > 11.908.121.176,00"
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,,,193.051.787.663,193.051.787.663,,,,,193051787663.0,193051787663.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,,217.419,1.173.701,1.391.120,,,,217419.0,1173701.0,1391120.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,373.353.321,108.436.259.920,43.991.472.933,164.086.931.883,"361.181.852,00","42.304.846.292,00",373353321.0,108436259920.0,43991472933.0,164086931883.0,361181852.0,42304846292.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.608.226.261,8.428.052.281,8.956.143.487,11.382.243.709,"5.987.549.122,00","7.245.332.430,00",4608226261.0,8428052281.0,8956143487.0,11382243709.0,5987549122.0,7245332430.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,,,1.610.105.990,1.610.105.990,,,,,1610105990.0,1610105990.0,,
"Các khoản phí, lệ phí, thuế khác","Các khoản phí, lệ phí, thuế khác","Các khoản phí, lệ phí, thuế khác",420.954.408,43.938.721,3.828.791.932,3.840.352.737,"64.823.605,00","50.195.999,00",420954408.0,43938721.0,3828791932.0,3840352737.0,64823605.0,50195999.0
Cộng,Cộng,Cộng,5.402.533.990,132.366.251.798,283.350.609.768,420.215.203.048,6.451.643.124,61.508.495.897,5402533990.0,132366251798.0,283350609768.0,420215203048.0,6451643124.0,61508495897.0
