row_label_raw,row_label_full,b) Vay dài hạn > Trên 1 năm đến 5 năm,31/12/2019 > Giá trị > 1.020.490.280.004,31/12/2019 > Số có khả năng trả nợ > 1.020.490.280.004,Trong năm > Tăng > 713.608.651.590,Trong năm > Giảm > 530.974.739.659,Đơn vị tính: VND01/01/2019 > Giá trị > 837.856.368.073,Đơn vị tính: VND01/01/2019 > Số có khả năng trả nợ > 837.856.368.073,numeric__31/12/2019 > Giá trị > 1.020.490.280.004,numeric__31/12/2019 > Số có khả năng trả nợ > 1.020.490.280.004,numeric__Trong năm > Tăng > 713.608.651.590,numeric__Trong năm > Giảm > 530.974.739.659,numeric__Đơn vị tính: VND01/01/2019 > Giá trị > 837.856.368.073,numeric__Đơn vị tính: VND01/01/2019 > Số có khả năng trả nợ > 837.856.368.073
- VND,- VND,- VND,1.020.490.280.004,1.020.490.280.004,713.608.651.590,530.974.739.659,837.856.368.073,837.856.368.073,1020490280004.0,1020490280004.0,713608651590.0,530974739659.0,837856368073.0,837856368073.0
- USD,- USD,- USD,,,,,,,,,,,,
Trên 5 năm,- USD > Trên 5 năm,Trên 5 năm,1.604.594.718.673,1.604.594.718.673,1.616.594.718.673,12.000.000.000,,,1604594718673.0,1604594718673.0,1616594718673.0,12000000000.0,,
Cộng,- USD > Cộng,Cộng,2.625.084.998.677,2.625.084.998.677,2.330.203.370.263,542.974.739.659,837.856.368.073,837.856.368.073,2625084998677.0,2625084998677.0,2330203370263.0,542974739659.0,837856368073.0,837856368073.0
