row_label_raw,row_label_full,b) Xây dựng cơ bản dở dang,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
Mua sắm,Mua sắm,Mua sắm,Mua sắm,Mua sắm,,
Xây dựng cơ bản,Mua sắm > Xây dựng cơ bản,Xây dựng cơ bản,232.378.343.640,838.061.894.958,232378343640.0,838061894958.0
- Đường GTGT BK3,Mua sắm > - Đường GTGT BK3,- Đường GTGT BK3,1.147.923.083,1.147.923.083,1147923083.0,1147923083.0
- Khu dân cư Hoà Bình,Mua sắm > - Khu dân cư Hoà Bình,- Khu dân cư Hoà Bình,1.653.591.160,1.653.591.160,1653591160.0,1653591160.0
- Khu văn phòng và nhà ở cao tầng - HCM,Mua sắm > - Khu văn phòng và nhà ở cao tầng - HCM,- Khu văn phòng và nhà ở cao tầng - HCM,47.380.200.000,47.380.200.000,47380200000.0,47380200000.0
- Khu Đô Thị Mỹ Tho,Mua sắm > - Khu Đô Thị Mỹ Tho,- Khu Đô Thị Mỹ Tho,882.034.099,882.034.099,882034099.0,882034099.0
- Khu Dân cư Cà Mau,Mua sắm > - Khu Dân cư Cà Mau,- Khu Dân cư Cà Mau,15.960.163.500,171.318.500,15960163500.0,171318500.0
- Nhà máy thực ăn chăn nuôi - Super feed Đồng Tháp,Mua sắm > - Nhà máy thực ăn chăn nuôi - Super feed Đồng Tháp,- Nhà máy thực ăn chăn nuôi - Super feed Đồng Tháp,,685.580.000.000,,685580000000.0
- Nhà máy điện năng lượng mặt trời - Tịnh Biên,Mua sắm > - Nhà máy điện năng lượng mặt trời - Tịnh Biên,- Nhà máy điện năng lượng mặt trời - Tịnh Biên,,67.387.648.500,,67387648500.0
- Nhà máy điện năng lượng mặt trời - Tịnh Biên An Giang (giai đoạn 2),Mua sắm > - Nhà máy điện năng lượng mặt trời - Tịnh Biên An Giang (giai đoạn 2),- Nhà máy điện năng lượng mặt trời - Tịnh Biên An Giang (giai đoạn 2),68.026.492.331,,68026492331.0,
- Công trình khác,Mua sắm > - Công trình khác,- Công trình khác,97.327.939.467,33.859.179.610,97327939467.0,33859179610.0
Cộng,Mua sắm > Cộng,Cộng,232.378.343.640,838.061.894.958,232378343640.0,838061894958.0
