row_label_raw,row_label_full,col_0,31/12/2019 > Giá gốc,31/12/2019 > Giá trị có thể thu hồi,01/01/2019 > Giá gốc,01/01/2019 > Giá trị có thể thu hồi,numeric__31/12/2019 > Giá gốc,numeric__31/12/2019 > Giá trị có thể thu hồi,numeric__01/01/2019 > Giá gốc,numeric__01/01/2019 > Giá trị có thể thu hồi
"+ LLC ""Sata Fish Ltd""","+ LLC ""Sata Fish Ltd""","+ LLC ""Sata Fish Ltd""",10.185.126.750,,9.573.576.750,,10185126750.0,,9573576750.0,
+ Alfredo Foods,+ Alfredo Foods,+ Alfredo Foods,9.254.821.599,,9.174.752.199,,9254821599.0,,9174752199.0,
+ Alliance Seafood Group,+ Alliance Seafood Group,+ Alliance Seafood Group,9.289.716.248,,9.209.344.952,,9289716248.0,,9209344952.0,
+ Lapson International Trading Ltd,+ Lapson International Trading Ltd,+ Lapson International Trading Ltd,7.023.674.404,,6.962.908.090,,7023674404.0,,6962908090.0,
+ Sarl Globe Alliance,+ Sarl Globe Alliance,+ Sarl Globe Alliance,7.246.670.926,,7.183.975.326,,7246670926.0,,7183975326.0,
+ Tian Ye Aquatic Products Co. Ltd,+ Tian Ye Aquatic Products Co. Ltd,+ Tian Ye Aquatic Products Co. Ltd,6.685.438.712,,6.627.598.691,1.988.279.607,6685438712.0,,6627598691.0,1988279607.0
+ Cty TNHH cơ điện tử Quang Huy BK,+ Cty TNHH cơ điện tử Quang Huy BK,+ Cty TNHH cơ điện tử Quang Huy BK,2.900.000.000,,,,2900000000.0,,,
+ Cty CP SATRA Thái Sơn,+ Cty CP SATRA Thái Sơn,+ Cty CP SATRA Thái Sơn,6.974.620.468,,,,6974620468.0,,,
+ Đối tượng khác,+ Đối tượng khác,+ Đối tượng khác,8.361.804.954,,14.926.229.952,4.219.815.607,8361804954.0,,14926229952.0,4219815607.0
Cộng,Cộng,Cộng,67.921.874.061,,63.658.385.960,6.208.095.214,67921874061.0,,63658385960.0,6208095214.0
