row_label_raw,row_label_full,col_0,Đơn vị tính. VND,Đơn vị tính. VND_1,Đơn vị tính. VND_2,Đơn vị tính. VND_3,numeric__Đơn vị tính. VND,numeric__Đơn vị tính. VND_1,numeric__Đơn vị tính. VND_2,numeric__Đơn vị tính. VND_3
+ Công Ty PowerChiNa Zhongnan Engineering,+ Công Ty PowerChiNa Zhongnan Engineering,+ Công Ty PowerChiNa Zhongnan Engineering,464.905.485.418,464.905.485.418,,,464905485418.0,464905485418.0,,
+ Desmet Ballestra (SEA) pte. Ltd,+ Desmet Ballestra (SEA) pte. Ltd,+ Desmet Ballestra (SEA) pte. Ltd,,,,,,,,
+ Cty Sinohydro,+ Desmet Ballestra (SEA) pte. Ltd > + Cty Sinohydro,+ Cty Sinohydro,12.258.373.444,12.258.373.444,,,12258373444.0,12258373444.0,,
+ Lâm Đệ ( Quyền sử dụng đất Q8. TP.HCM),+ Desmet Ballestra (SEA) pte. Ltd > + Lâm Đệ ( Quyền sử dụng đất Q8. TP.HCM),+ Lâm Đệ ( Quyền sử dụng đất Q8. TP.HCM),65.000.000.000,65.000.000.000,,,65000000000.0,65000000000.0,,
+ Đối tượng khác,+ Desmet Ballestra (SEA) pte. Ltd > + Đối tượng khác,+ Đối tượng khác,426.261.715.536,426.261.715.536,568.211.266.604,568.211.266.604,426261715536.0,426261715536.0,568211266604.0,568211266604.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,,,,,
+ Phải trả cho các đối tượng khác,+ Phải trả cho các đối tượng khác,+ Phải trả cho các đối tượng khác,,,,,,,,
Công,+ Phải trả cho các đối tượng khác > Công,Công,1.387.412.856.438,1.387.412.856.438,680.417.639.464,680.417.639.464,1387412856438.0,1387412856438.0,680417639464.0,680417639464.0
