row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2019,Năm 2018,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2019,numeric__Năm 2018
,,,III. Lưu chuyển tiền từ hoạt động tài chính,,,,,,,
31,31,31,"- Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,50.000.000,2.981.222.500,,,50000000.0,2981222500.0
32,32,32,"- Tiền chỉ trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,,,
33,32 > 33,33,- Tiền thu từ đi vay,,15.666.268.163.421,9.231.522.360.821,,,15666268163421.0,9231522360821.0
34,32 > 34,34,- Tiền trả nợ gốc vay,,(12.964.881.649.235),(9.040.191.592.993),,,-12964881649235.0,-9040191592993.0
35,32 > 35,35,- Tiền trả nợ gốc thuê tài chính,,(51.715.132.990),(96.515.320.034),,,-51715132990.0,-96515320034.0
36,32 > 36,36,"- Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(297.112.701.995),(90.288.088.755),,,-297112701995.0,-90288088755.0
40,32 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,2.352.608.679.201,7.508.581.539,,,2352608679201.0,7508581539.0
50,32 > 50,50,Lưu chuyển tiền thuần trong kỳ,,321.169.473.809,235.222.898.201,,,321169473809.0,235222898201.0
60,32 > 60,60,Tiền và tương đương tiền đầu kỳ,,502.270.779.111,253.200.049.001,,,502270779111.0,253200049001.0
61,32 > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(453.083.335),13.847.831.909,,,-453083335.0,13847831909.0
70,32 > 70,70,Tiền và tương đương tiền cuối kỳ,,822.987.169.585,502.270.779.111,,,822987169585.0,502270779111.0
