row_label_raw,row_label_full,Giá vốn cá xuất khẩu
Giá vốn của bất động sản,Giá vốn của bất động sản,Giá vốn của bất động sản
Giá cung cấp dịch vụ,Giá cung cấp dịch vụ,Giá cung cấp dịch vụ
Giá vốn xây dựng,Giá vốn xây dựng,Giá vốn xây dựng
Giá vốn thương mại,Giá vốn thương mại,Giá vốn thương mại
Giá vốn thức ăn cá,Giá vốn thức ăn cá,Giá vốn thức ăn cá
Giá vốn điện năng lượng mặt trời,Giá vốn điện năng lượng mặt trời,Giá vốn điện năng lượng mặt trời
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho
Hoàn nhập dự phòng giảm giá hàng tồn kho,Hoàn nhập dự phòng giảm giá hàng tồn kho,Hoàn nhập dự phòng giảm giá hàng tồn kho
Giá vốn khác,Giá vốn khác,Giá vốn khác
