row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
"Thường chi tiêu sản lượng, hỗ trợ bán hàng","Thu nhập khác > Thường chi tiêu sản lượng, hỗ trợ bán hàng","Thường chi tiêu sản lượng, hỗ trợ bán hàng",391.736.250,-,391736250.0,
Các khoản do Vinamilk - CN Cần Thơ hỗ trợ,Thu nhập khác > Các khoản do Vinamilk - CN Cần Thơ hỗ trợ,Các khoản do Vinamilk - CN Cần Thơ hỗ trợ,2.509.152.707,-,2509152707.0,
Thu từ thanh lý tài sản cố định,Thu nhập khác > Thu từ thanh lý tài sản cố định,Thu từ thanh lý tài sản cố định,57.269.388.976,15.485.286.414,57269388976.0,15485286414.0
Thu tiền bồi thường tổn thất hàng hóa,Thu nhập khác > Thu tiền bồi thường tổn thất hàng hóa,Thu tiền bồi thường tổn thất hàng hóa,11.139.186.643,,11139186643.0,
"Thu nhập từ thanh lý bao phế thải, phế liệu, CCDC","Thu nhập khác > Thu nhập từ thanh lý bao phế thải, phế liệu, CCDC","Thu nhập từ thanh lý bao phế thải, phế liệu, CCDC",319.598.717,1.433.013.982,319598717.0,1433013982.0
Khách hàng bồi thường do hủy hợp đồng,Thu nhập khác > Khách hàng bồi thường do hủy hợp đồng,Khách hàng bồi thường do hủy hợp đồng,-,10.631.098.517,,10631098517.0
Thu nhập từ tiền thường đạt doanh số,Thu nhập khác > Thu nhập từ tiền thường đạt doanh số,Thu nhập từ tiền thường đạt doanh số,1.020.344.249,1.936.955.834,1020344249.0,1936955834.0
Tiền thuê đất được giảm,Thu nhập khác > Tiền thuê đất được giảm,Tiền thuê đất được giảm,5.787.156.008,5.277.657.182,5787156008.0,5277657182.0
Thu nhập từ xử lý tài sản thừa khi kiểm kê,Thu nhập khác > Thu nhập từ xử lý tài sản thừa khi kiểm kê,Thu nhập từ xử lý tài sản thừa khi kiểm kê,813.377.022,194.072.823,813377022.0,194072823.0
Hoàn nhập chi phí bảo hành công trình,Thu nhập khác > Hoàn nhập chi phí bảo hành công trình,Hoàn nhập chi phí bảo hành công trình,9.572.782.018,-,9572782018.0,
Thu nhập từ giảm trừ nghĩa vụ nợ của Công ty TNHH mua bán nợ Việt Nam (i),Thu nhập khác > Thu nhập từ giảm trừ nghĩa vụ nợ của Công ty TNHH mua bán nợ Việt Nam (i),Thu nhập từ giảm trừ nghĩa vụ nợ của Công ty TNHH mua bán nợ Việt Nam (i),-,23.097.487.057,,23097487057.0
Xử lý công nợ,Thu nhập khác > Xử lý công nợ,Xử lý công nợ,-,469.929.500,,469929500.0
Các khoản khác,Thu nhập khác > Các khoản khác,Các khoản khác,19.289.614.125,33.838.453.554,19289614125.0,33838453554.0
Tổng,Thu nhập khác > Tổng,Tổng,108.112.336.715,92.363.954.863,108112336715.0,92363954863.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
"Giá trị còn lại, chi phí thanh lý","Chi phí khác > Giá trị còn lại, chi phí thanh lý","Giá trị còn lại, chi phí thanh lý",26.942.353.365,4.926.752.200,26942353365.0,4926752200.0
Chi phí khấu hao tài sản ngưng hoạt động,Chi phí khác > Chi phí khấu hao tài sản ngưng hoạt động,Chi phí khấu hao tài sản ngưng hoạt động,-,10.875.607.501,,10875607501.0
Chi phí thuê đất Tân Kim,Chi phí khác > Chi phí thuê đất Tân Kim,Chi phí thuê đất Tân Kim,1.378.647.504,1.378.647.504,1378647504.0,1378647504.0
Chi phí giải phóng tàu chậm và phạt hợp đồng,Chi phí khác > Chi phí giải phóng tàu chậm và phạt hợp đồng,Chi phí giải phóng tàu chậm và phạt hợp đồng,1.375.383.032,197.577.305,1375383032.0,197577305.0
Phạt vi phạm hợp đồng,Chi phí khác > Phạt vi phạm hợp đồng,Phạt vi phạm hợp đồng,-,22.233.160.506,,22233160506.0
"Khoản phạt vi phạm thuế, Bảo hiểm, thuế","Chi phí khác > Khoản phạt vi phạm thuế, Bảo hiểm, thuế","Khoản phạt vi phạm thuế, Bảo hiểm, thuế",572.656.456,311.479.117,572656456.0,311479117.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,22.405.795.659,29.968.624.986,22405795659.0,29968624986.0
Tổng,Chi phí khác > Tổng,Tổng,52.674.836.016,69.891.849.119,52674836016.0,69891849119.0
Lợi nhuận khác,Chi phí khác > Lợi nhuận khác,Lợi nhuận khác,55.437.500.699,22.472.105.744,55437500699.0,22472105744.0
