row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,21.236.603.849.981,22.841.866.886.174,21236603849981.0,22841866886174.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,228.471.994.064,190.804.447.994,228471994064.0,190804447994.0
Doanh thu kinh doanh BĐS,Doanh thu kinh doanh BĐS,Doanh thu kinh doanh BĐS,-,9.139.373.349,,9139373349.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,12.354.050.977,16.555.208.912,12354050977.0,16555208912.0
Tổng,Tổng,Tổng,21.477.429.895.022,23.058.365.916.429,21477429895022.0,23058365916429.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,3.280.314.363,1.930.030.122,3280314363.0,1930030122.0
Chiết khấu thương mại,Các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,14.059.908.279,6.805.419.758,14059908279.0,6805419758.0
Giảm giá hàng bán,Các khoản giảm trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,22.755.556,18.978.467.150,22755556.0,18978467150.0
Tổng,Các khoản giảm trừ doanh thu > Tổng,Tổng,17.362.978.198,27.713.917.030,17362978198.0,27713917030.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,,
Doanh thu bán hàng hóa,Doanh thu thuần > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,21.219.240.871.783,22.814.152.969.144,21219240871783.0,22814152969144.0
Doanh thu cung cấp dịch vụ,Doanh thu thuần > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,228.471.994.064,190.804.447.994,228471994064.0,190804447994.0
Doanh thu kinh doanh BĐS,Doanh thu thuần > Doanh thu kinh doanh BĐS,Doanh thu kinh doanh BĐS,-,9.139.373.349,,9139373349.0
Doanh thu khác,Doanh thu thuần > Doanh thu khác,Doanh thu khác,12.354.050.977,16.555.208.912,12354050977.0,16555208912.0
Tổng,Doanh thu thuần > Tổng,Tổng,21.460.066.916.824,23.030.651.999.399,21460066916824.0,23030651999399.0
Trong đó Doanh thu các bên liên quan trình bày Thuyết minh 7.1 - Giao dịch các bên liên quan,Doanh thu thuần > Trong đó Doanh thu các bên liên quan trình bày Thuyết minh 7.1 - Giao dịch các bên liên quan,Trong đó Doanh thu các bên liên quan trình bày Thuyết minh 7.1 - Giao dịch các bên liên quan,30.268.228.149,31.147.436.100,30268228149.0,31147436100.0
