row_label_raw,row_label_full,col_0,31/12/2024 > Số ngàyquá hạn,31/12/2024 > Giá gốc,31/12/2024 > Dự phòng,31/12/2024 > Giá trị cóthể thu hồi,Số ngàyquá hạn,01/01/2024 > Giá gốc,01/01/2024 > Dự phòng,01/01/2024 > Giá trị cóthể thu hồi,numeric__31/12/2024 > Số ngàyquá hạn,numeric__31/12/2024 > Giá gốc,numeric__31/12/2024 > Dự phòng,numeric__31/12/2024 > Giá trị cóthể thu hồi,numeric__Số ngàyquá hạn,numeric__01/01/2024 > Giá gốc,numeric__01/01/2024 > Dự phòng,numeric__01/01/2024 > Giá trị cóthể thu hồi
Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,,,,,,,,
Công ty Cổ phần Lương thực Hậu Giang,Phải thu khác > Công ty Cổ phần Lương thực Hậu Giang,Công ty Cổ phần Lương thực Hậu Giang,Trên 5 năm,30.189.114.872,(30.189.114.872),-,Trên 5 năm,30.189.114.872,(30.189.114.872),-,,30189114872.0,-30189114872.0,,,30189114872.0,-30189114872.0,
Công ty TNHH Thương mại,Phải thu khác > Công ty TNHH Thương mại,Công ty TNHH Thương mại,Trên 5 năm,9.017.732.212,(9.017.732.212),-,Trên 5 năm,9.017.732.212,(9.017.732.212),-,,9017732212.0,-9017732212.0,,,9017732212.0,-9017732212.0,
Xuất nhập khẩu Hiệp Tài,Phải thu khác > Xuất nhập khẩu Hiệp Tài,Xuất nhập khẩu Hiệp Tài,Trên 5 năm,18.611.749.696,(18.611.749.696),-,Trên 5 năm,21.992.254.511,(21.992.254.511),-,,18611749696.0,-18611749696.0,,,21992254511.0,-21992254511.0,
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,,,,,,,,
Tổng,Các khách hàng khác > Tổng,Tổng,,57.818.596.780,(57.818.596.780),-,,61.199.101.595,(61.199.101.595),-,,57818596780.0,-57818596780.0,,,61199101595.0,-61199101595.0,
Tài sản thiếu chờ xử lý (*),Các khách hàng khác > Tài sản thiếu chờ xử lý (*),Tài sản thiếu chờ xử lý (*),,649.082.043.143,(649.082.043.143),-,,659.331.893.134,(659.331.893.134),-,,649082043143.0,-649082043143.0,,,659331893134.0,-659331893134.0,
Tổng,Các khách hàng khác > Tổng,Tổng,,1.258.080.993.999,(1.257.626.432.767),-,,1.268.160.631.517,(1.268.160.631.517),-,,1258080993999.0,-1257626432767.0,,,1268160631517.0,-1268160631517.0,
