row_label_raw,row_label_full,col_0,31/12/2024 (VND) > Giá gốc,31/12/2024 (VND) > Giá trị ghi sổ,01/01/2024 (VND) > Giá gốc,01/01/2024 (VND) > Giá trị ghi sổ,numeric__31/12/2024 (VND) > Giá gốc,numeric__31/12/2024 (VND) > Giá trị ghi sổ,numeric__01/01/2024 (VND) > Giá gốc,numeric__01/01/2024 (VND) > Giá trị ghi sổ
Ngắn hạn,Ngắn hạn,Ngắn hạn,55.000.000.000,55.000.000.000,46.500.000.000,46.500.000.000,55000000000.0,55000000000.0,46500000000.0,46500000000.0
- Tiền gửi có kỳ hạn (*),- Tiền gửi có kỳ hạn (*),- Tiền gửi có kỳ hạn (*),55.000.000.000,55.000.000.000,46.500.000.000,46.500.000.000,55000000000.0,55000000000.0,46500000000.0,46500000000.0
Tổng,Tổng,Tổng,55.000.000.000,55.000.000.000,46.500.000.000,46.500.000.000,55000000000.0,55000000000.0,46500000000.0,46500000000.0
