row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2024VND,Năm 2023VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2024VND,numeric__Năm 2023VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,21.477.429.895.022,23.058.365.916.429,,1.0,61.0,21477429895022.0,23058365916429.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,6.1,17.362.978.198,27.713.917.030,,2.0,61.0,17362978198.0,27713917030.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,6.1,21.460.066.916.824,23.030.651.999.399,,10.0,61.0,21460066916824.0,23030651999399.0
4.,4.,4.,Giá vốn hàng bán,11,6.2,19.828.321.640.732,21.211.961.777.076,,11.0,62.0,19828321640732.0,21211961777076.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,1.631.745.276.092,1.818.690.222.323,,20.0,,1631745276092.0,1818690222323.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.3,165.049.955.852,226.161.195.152,,21.0,63.0,165049955852.0,226161195152.0
7.,7.,7.,Chi phí tài chính,22,6.4,296.034.591.492,386.638.234.625,,22.0,64.0,296034591492.0,386638234625.0
,,,Trong đó: Chi phí lãi vay,23,,191.513.339.831,184.769.418.416,,23.0,,191513339831.0,184769418416.0
8.,8.,8.,"Phần lãi (lỗ) trong Công ty liên kết, liên doanh",24,,7.676.369.618,7.121.074.463,,24.0,,7676369618.0,7121074463.0
9.,9.,9.,Chi phí bán hàng,25,6.5,1.058.090.804.640,1.066.628.524.870,,25.0,65.0,1058090804640.0,1066628524870.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,6.5,446.675.119.419,528.829.812.264,,26.0,65.0,446675119419.0,528829812264.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20+(21-22)+24-(25+26)},30,,3.671.086.011,69.875.920.179,,30.0,,3671086011.0,69875920179.0
12.,12.,12.,Thu nhập khác,31,6.6,108.112.336.715,92.363.954.863,,31.0,66.0,108112336715.0,92363954863.0
13.,13.,13.,Chi phí khác,32,6.6,52.674.836.016,69.891.849.119,,32.0,66.0,52674836016.0,69891849119.0
14.,14.,14.,Lợi nhuận khác (40 = 31-32),40,6.6,55.437.500.699,22.472.105.744,,40.0,66.0,55437500699.0,22472105744.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),50,,59.108.586.710,92.348.025.923,,50.0,,59108586710.0,92348025923.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,6.7,28.827.058.961,28.993.762.675,,51.0,67.0,28827058961.0,28993762675.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,,456.493.565,1.012.231.699,,52.0,,456493565.0,1012231699.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,29.825.034.184,62.342.031.549,,60.0,,29825034184.0,62342031549.0
19.,19.,19.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,4.310.857.172,23.130.176.416,,61.0,,4310857172.0,23130176416.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,25.514.177.012,39.211.855.133,,62.0,,25514177012.0,39211855133.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,6.8,9,46,,70.0,68.0,9.0,46.0
