row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2024VND,01/01/2024VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2024VND,numeric__01/01/2024VND
A -,A -,A -,TÀI SẢN NGĂN HẠN(100=110+120+130+140+150),100,,2.825.630.455.863,2.618.341.892.854,,100.0,,2825630455863.0,2618341892854.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,268.051.911.018,503.381.614.735,,110.0,51.0,268051911018.0,503381614735.0
1.,1.,1.,Tiền,111,,240.051.911.018,447.381.614.735,,111.0,,240051911018.0,447381614735.0
2.,2.,2.,Các khoản tương đương tiền,112,,28.000.000.000,56.000.000.000,,112.0,,28000000000.0,56000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,55.002.150.000,46.502.150.000,,120.0,,55002150000.0,46502150000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,2.150.000,2.150.000,,121.0,,2150000.0,2150000.0
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,5.2,55.000.000.000,46.500.000.000,,123.0,52.0,55000000000.0,46500000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,686.169.072.504,528.227.499.398,,130.0,,686169072504.0,528227499398.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,768.805.987.211,616.012.285.892,,131.0,53.0,768805987211.0,616012285892.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,5.4,374.686.371.950,381.397.202.736,,132.0,54.0,374686371950.0,381397202736.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.5,141.949.020.625,130.374.666.811,,136.0,55.0,141949020625.0,130374666811.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.6,(1.257.626.432.767),(1.268.160.631.517),,137.0,56.0,-1257626432767.0,-1268160631517.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,5.7,658.354.125.485,668.603.975.476,,139.0,57.0,658354125485.0,668603975476.0
IV.,IV.,IV.,Hàng tồn kho,140,,1.606.242.862.714,1.328.131.738.620,,140.0,,1606242862714.0,1328131738620.0
1.,1.,1.,Hàng tồn kho,141,5.8,1.629.171.399.124,1.370.147.081.928,,141.0,58.0,1629171399124.0,1370147081928.0
2,2,2,Dự phòng giảm giá hàng tồn kho,149,,(22.928.536.410),(42.015.343.308),,149.0,,-22928536410.0,-42015343308.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,210.164.459.627,212.098.890.101,,150.0,,210164459627.0,212098890101.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.9,12.013.302.899,9.378.074.950,,151.0,59.0,12013302899.0,9378074950.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,192.304.800.577,196.716.942.625,,152.0,,192304800577.0,196716942625.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.20,5.846.356.151,6.003.872.526,,153.0,520.0,5846356151.0,6003872526.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,3.502.243.797.029,3.614.396.270.431,,200.0,,3502243797029.0,3614396270431.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,655.467.812.654,626.347.983.279,,210.0,,655467812654.0,626347983279.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,5.3,654.472.246.120,625.502.416.745,,211.0,53.0,654472246120.0,625502416745.0
6.,6.,6.,Phải thu dài hạn khác,216,5.5,995.566.534,845.566.534,,216.0,55.0,995566534.0,845566534.0
II.,II.,II.,Tài sản cố định,220,,2.444.272.520.877,2.583.789.290.283,,220.0,,2444272520877.0,2583789290283.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.10,1.686.478.185.575,1.803.878.766.491,,221.0,510.0,1686478185575.0,1803878766491.0
,,,- Nguyên giá,222,,6.098.456.942.448,6.102.075.125.916,,222.0,,6098456942448.0,6102075125916.0
,,,- Giá trị hao mòn lũy kế,223,,(4.411.978.756.873),(4.298.196.359.425),,223.0,,-4411978756873.0,-4298196359425.0
3.,3.,3.,Tài sản cố định vô hình,227,5.11,757.794.335.302,779.910.523.792,,227.0,511.0,757794335302.0,779910523792.0
,,,- Nguyên giá,228,,812.418.901.384,838.107.519.262,,228.0,,812418901384.0,838107519262.0
,,,- Giá trị hao mòn lũy kế,229,,(54.624.566.082),(58.196.995.470),,229.0,,-54624566082.0,-58196995470.0
