row_label_raw,row_label_full,Trái phiếu thường dài hạn (tiếp theo),Trái phiếu thường dài hạn (tiếp theo)_1,Trái phiếu thường dài hạn (tiếp theo)_2,Trái phiếu thường dài hạn (tiếp theo)_3,Trái phiếu thường dài hạn (tiếp theo)_4,Trái phiếu thường dài hạn (tiếp theo)_5,Trái phiếu thường dài hạn (tiếp theo)_6,numeric__Trái phiếu thường dài hạn (tiếp theo)_1,numeric__Trái phiếu thường dài hạn (tiếp theo)_2,numeric__Trái phiếu thường dài hạn (tiếp theo)_3,numeric__Trái phiếu thường dài hạn (tiếp theo)_4,numeric__Trái phiếu thường dài hạn (tiếp theo)_5,numeric__Trái phiếu thường dài hạn (tiếp theo)_6
Tổ chức thu xếp phát hành,Tổ chức thu xếp phát hành,Tổ chức thu xếp phát hành,Trái chủ,Số tiền (Ngàn VND),Lãi suất (%/năm),Ngày đáo hạn cuối cùng,Mục đích,Tài sản thế chấp,,,,,,
"Công ty TNHHChứng khoán ACB (""ACBS"")Chi phí phát hành trái phiếu","Tổ chức thu xếp phát hành > Công ty TNHHChứng khoán ACB (""ACBS"")Chi phí phát hành trái phiếu","Công ty TNHHChứng khoán ACB (""ACBS"")Chi phí phát hành trái phiếu",Công ty TNHHDịch vụ Nông nghiệp Tây Nguyên,300.000.000,"10,00",Ngày 30 tháng 9 năm 2025,Bổ sung vốn cho các dự án đầu tư và tái cấu trúc nợ vay của Tập đoàn,47.000.000 cổ phiếu HAG thuộc sở hữu của Ông Đoàn Nguyên Đức.,,300000000.0,10.0,,,
TỔNG CỘNG,Tổ chức thu xếp phát hành > TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.948.065.558,,,,,,4948065558.0,,,,
Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Tổ chức thu xếp phát hành > Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,3.199.130.581,,,,,,3199130581.0,,,,
Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Tổ chức thu xếp phát hành > Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,1.748.934.977,,,,,,1748934977.0,,,,
