row_label_raw,row_label_full,"Tổ chức thu xếp phát hành > BIDV và Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (""BSC"")",Số cuối năm > 4.671.000.000,Ngàn VND Số đầu năm > 5.271.000.000,numeric__Số cuối năm > 4.671.000.000,numeric__Ngàn VND Số đầu năm > 5.271.000.000
"Công ty TNHH Chứng khoán ACB (""ACBS"")","Công ty TNHH Chứng khoán ACB (""ACBS"")","Công ty TNHH Chứng khoán ACB (""ACBS"")",300.000.000,300.000.000,300000000.0,300000000.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(22.934.442),(30.673.646),-22934442.0,-30673646.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.948.065.558,5.540.326.354,4948065558.0,5540326354.0
Trong đó:,Trong đó:,Trong đó:,,,,
Trái phiếu dài hạn,Trong đó: > Trái phiếu dài hạn,Trái phiếu dài hạn,3.199.130.581,3.581.600.405,3199130581.0,3581600405.0
Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó: > Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,1.748.934.977,1.958.725.949,1748934977.0,1958725949.0
