row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,172.179.799,182.804.560,,,172179799.0,182804560.0
02,02,02,"Khấu hao và hao mòn tài sản cố định (""TSCĐ"") và bắt động sản đầu tư","10, 11, 12",8.419.424(26.876.510),9.762.031(247.913.966),,,,
03,03,03,Hoàn nhập các khoản dự phòng,,,,,,,
04,03 > 04,04,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(12.981.392),(10.558.017),,,-12981392.0,-10558017.0
05,03 > 05,05,Lãi từ hoạt động đầu tư,,(744.660.650),(503.588.547),,,-744660650.0,-503588547.0
06,03 > 06,06,Chi phí lãi vay,24,548.037.985,470.202.327,,24.0,548037985.0,470202327.0
08,03 > 08,08,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu động,,(55.881.344),(99.291.612),,,-55881344.0,-99291612.0
09,03 > 09,09,Tăng các khoản phải thu,,(141.027.503),(61.205.726),,,-141027503.0,-61205726.0
10,03 > 10,10,Giảm hàng tồn kho,,5.730.588,7.455.585,,,5730588.0,7455585.0
11,03 > 11,11,Tăng các khoản phải trả,,145.085.330,88.688.781,,,145085330.0,88688781.0
12,03 > 12,12,Giảm (tăng) chi phí trả trước,,3.685.762,(2.321.057),,,3685762.0,-2321057.0
14,03 > 14,14,Tiền lãi vay đã trả,,(29.599.717),(31.233.617),,,-29599717.0,-31233617.0
15,03 > 15,15,Thuế TNDN đã nộp,17,(549.614),-,,17.0,-549614.0,
17,03 > 17,17,Tiền chi khác cho hoạt động kinh doanh,,(1.536.000),(2.652.001),,,-1536000.0,-2652001.0
20,03 > 20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(74.092.498),(100.559.647),,,-74092498.0,-100559647.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,03 > 21,21,"Tiền chỉ để mua sắm, xây dựng TSCĐ",,(2.222.393),(38.071),,,-2222393.0,-38071.0
22,03 > 22,22,Tiền thu do thanh lý TSCĐ,,207.000.000,-,,,207000000.0,
23,03 > 23,23,Tiền chỉ cho vay,,(51.179.497),(2.128.582.270),,,-51179497.0,-2128582270.0
24,03 > 24,24,Tiền thu hồi cho vay,,477.881.753,1.942.360.062,,,477881753.0,1942360062.0
25,03 > 25,25,Tiền chỉ đầu tư góp vốn vào đơn vị khác,,-,(27.500.000),,,,-27500000.0
26,03 > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,20.000.000,876.513.939,,,20000000.0,876513939.0
27,03 > 27,27,"Tiền thu lãi cho vay, lãi tiền gửi",,164.212,51.144.590,,,164212.0,51144590.0
30,03 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,651.644.075,713.898.250,,,651644075.0,713898250.0
